,Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Binned PTS
9902,9903,Dwight Howard,31-079,C,2/25/17,ATL,ORL,1,29,3,7,0.429,3,7,0.429,0,0,,5,13,0.385,4,10,14,1,0,1,1,4,11,8.7,10-20
9903,9904,Cory Joseph,25-200,G,3/8/17,TOR,NOP,1,32,4,11,0.364,3,5,0.6,1,6,0.16699999999999998,2,2,1.0,0,5,5,4,1,0,3,2,11,6.4,10-20
9904,9905,Sergio Rodriguez,30-215,G,1/13/17,PHI,CHO,0,16,4,7,0.5710000000000001,2,2,1.0,2,5,0.4,1,1,1.0,0,1,1,4,2,0,2,1,11,10.4,10-20
9905,9906,Justin Hamilton,26-287,C,1/13/17,BRK,TOR,0,14,4,8,0.5,3,4,0.75,1,4,0.25,2,2,1.0,0,2,2,2,1,0,0,0,11,10.0,10-20
9906,9907,Trey Burke,24-093,G,2/13/17,WAS,OKC,0,26,4,8,0.5,4,6,0.667,0,2,0.0,3,3,1.0,0,4,4,4,0,0,3,2,11,7.2,10-20
9907,9908,Richaun Holmes,23-162,F-C,3/26/17,PHI,IND,1,31,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,2,2,1.0,1,11,12,0,2,1,0,2,11,13.6,10-20
9908,9909,Michael Carter-Williams,25-096,G,1/14/17,CHI,NOP,1,29,5,12,0.41700000000000004,5,11,0.455,0,1,0.0,1,2,0.5,0,3,3,2,1,0,0,5,11,5.5,10-20
9909,9910,Amir Johnson,29-220,F,12/7/16,BOS,ORL,1,23,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,1,1.0,2,3,5,1,0,0,1,3,11,8.9,10-20
9910,9911,Harrison Barnes,24-309,F,4/4/17,DAL,SAC,1,28,4,10,0.4,3,8,0.375,1,2,0.5,2,2,1.0,0,2,2,1,0,0,0,0,11,6.9,10-20
9911,9912,Matthew Dellavedova,26-092,G,12/9/16,MIL,ATL,1,27,4,12,0.33299999999999996,3,8,0.375,1,4,0.25,2,3,0.667,0,4,4,3,1,0,3,3,11,3.9,10-20
9912,9913,Deron Williams,32-187,G,12/30/16,DAL,GSW,1,20,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,2,3,0.667,0,2,2,4,1,0,2,0,11,9.7,10-20
9913,9914,Richard Jefferson,36-256,F,3/4/17,CLE,MIA,0,25,5,8,0.625,4,5,0.8,1,3,0.33299999999999996,0,1,0.0,0,0,0,0,0,0,2,2,11,4.2,10-20
9914,9915,Terrence Ross,25-281,F-G,11/12/16,TOR,NYK,0,18,3,8,0.375,2,6,0.33299999999999996,1,2,0.5,4,4,1.0,0,0,0,0,1,0,0,1,11,7.2,10-20
9915,9916,Taj Gibson,31-190,F,12/31/16,CHI,MIL,1,28,3,12,0.25,3,12,0.25,0,0,,5,5,1.0,4,1,5,1,0,1,0,1,11,7.9,10-20
9916,9917,Richard Jefferson,36-191,F,12/29/16,CLE,BOS,0,19,2,2,1.0,2,2,1.0,0,0,,7,9,0.778,0,3,3,1,0,0,0,2,11,10.4,10-20
9917,9918,Gerald Henderson,28-332,G,11/5/16,PHI,CLE,1,24,5,9,0.556,4,5,0.8,1,4,0.25,0,0,,0,2,2,1,2,0,2,5,11,6.0,10-20
9918,9919,Ben McLemore,24-041,G,3/24/17,SAC,GSW,0,22,5,10,0.5,5,8,0.625,0,2,0.0,1,2,0.5,0,1,1,2,1,0,1,0,11,7.3,10-20
9919,9920,Jarell Martin,22-188,F,11/28/16,MEM,CHO,0,20,5,13,0.385,4,12,0.33299999999999996,1,1,1.0,0,2,0.0,2,10,12,0,0,0,1,3,11,5.3,10-20
9920,9921,Cristiano Felicio,24-244,F-C,3/8/17,CHI,ORL,0,12,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,2,0.5,0,2,2,1,0,0,0,0,11,9.0,10-20
9921,9922,Alan Williams,24-069,F-C,4/7/17,PHO,OKC,0,27,3,5,0.6,3,5,0.6,0,0,,5,6,0.833,1,3,4,2,0,1,1,5,11,9.0,10-20
9922,9923,Thon Maker,20-036,F-C,4/2/17,MIL,DAL,1,20,5,7,0.7140000000000001,4,6,0.667,1,1,1.0,0,0,,1,0,1,0,0,0,0,2,11,8.0,10-20
9923,9924,James Johnson,29-307,F,12/23/16,MIA,NOP,0,22,4,12,0.33299999999999996,3,10,0.3,1,2,0.5,2,2,1.0,2,8,10,2,0,1,2,2,11,7.3,10-20
9924,9925,Al-Farouq Aminu,26-171,F,3/11/17,POR,WAS,0,34,3,6,0.5,0,2,0.0,3,4,0.75,2,2,1.0,0,8,8,1,1,1,0,1,11,12.4,10-20
9925,9926,T.J. Warren,23-112,F,12/26/16,PHO,HOU,0,31,5,16,0.313,4,12,0.33299999999999996,1,4,0.25,0,1,0.0,2,2,4,0,1,0,2,1,11,2.0,10-20
9926,9927,Patty Mills,28-075,G,10/25/16,SAS,GSW,0,18,4,9,0.444,1,4,0.25,3,5,0.6,0,0,,0,1,1,5,4,0,0,1,11,13.7,10-20
9927,9928,Norman Powell,23-298,G,3/19/17,TOR,IND,0,14,4,11,0.364,3,5,0.6,1,6,0.16699999999999998,2,2,1.0,1,2,3,1,1,0,2,2,11,5.1,10-20
9928,9929,Tyler Johnson,24-230,G,12/23/16,MIA,NOP,0,30,5,13,0.385,4,11,0.364,1,2,0.5,0,0,,0,3,3,1,1,0,0,4,11,4.9,10-20
9929,9930,Jason Smith,30-323,F-C,1/19/17,WAS,NYK,0,23,5,8,0.625,4,6,0.667,1,2,0.5,0,0,,1,3,4,0,0,2,2,4,11,6.8,10-20
9930,9931,Karl-Anthony Towns,21-047,C-F,1/1/17,MIN,POR,1,34,3,15,0.2,3,9,0.33299999999999996,0,6,0.0,5,5,1.0,4,9,13,6,1,1,3,2,11,9.3,10-20
9931,9932,Tobias Harris,24-252,F,3/24/17,DET,ORL,1,26,3,8,0.375,2,5,0.4,1,3,0.33299999999999996,4,4,1.0,0,0,0,3,0,0,1,2,11,6.9,10-20
9932,9933,Anthony Bennett,23-284,F,12/23/16,BRK,CLE,0,14,4,8,0.5,4,6,0.667,0,2,0.0,3,4,0.75,1,1,2,1,0,1,0,2,11,8.2,10-20
9933,9934,Richaun Holmes,23-158,F-C,3/22/17,PHI,OKC,0,16,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,0,2,2,0,0,0,0,5,11,5.6,10-20
9934,9935,Alex Len,23-280,C,3/23/17,PHO,BRK,1,25,4,6,0.667,3,5,0.6,1,1,1.0,2,3,0.667,2,9,11,1,2,2,2,6,11,11.8,10-20
9935,9936,Tobias Harris,24-228,F,2/28/17,DET,POR,0,23,5,12,0.41700000000000004,4,9,0.444,1,3,0.33299999999999996,0,0,,1,1,2,1,0,0,0,1,11,5.9,10-20
9936,9937,Cody Zeller,24-150,F-C,3/4/17,CHO,DEN,1,26,4,10,0.4,4,10,0.4,0,0,,3,6,0.5,1,7,8,2,1,0,0,5,11,7.6,10-20
9937,9938,Domantas Sabonis,20-336,F,4/4/17,OKC,MIL,0,16,3,6,0.5,1,4,0.25,2,2,1.0,3,4,0.75,0,5,5,1,0,1,1,3,11,8.3,10-20
9938,9939,Mario Hezonja,21-258,F-G,11/9/16,ORL,MIN,0,14,4,8,0.5,3,4,0.75,1,4,0.25,2,2,1.0,0,1,1,0,1,0,2,2,11,5.5,10-20
9939,9940,Patty Mills,28-129,G,12/18/16,SAS,NOP,0,20,3,7,0.429,1,3,0.33299999999999996,2,4,0.5,3,3,1.0,0,3,3,7,1,0,2,0,11,12.1,10-20
9940,9941,Nicolas Laprovittola,26-279,G,11/5/16,SAS,LAC,0,22,4,5,0.8,1,1,1.0,3,4,0.75,0,0,,1,1,2,5,0,0,2,1,11,11.2,10-20
9941,9942,Tyus Jones,20-290,G,2/24/17,MIN,DAL,0,25,4,6,0.667,1,3,0.33299999999999996,3,3,1.0,0,1,0.0,0,2,2,2,1,0,0,1,11,10.6,10-20
9942,9943,Patrick Beverley,28-262,G,3/31/17,HOU,GSW,1,30,4,10,0.4,1,5,0.2,3,5,0.6,0,0,,0,3,3,2,0,0,0,1,11,7.5,10-20
9943,9944,Markieff Morris,27-105,F,12/16/16,WAS,DET,1,18,5,9,0.556,4,7,0.5710000000000001,1,2,0.5,0,0,,0,3,3,4,1,1,1,3,11,9.9,10-20
9944,9945,Cory Joseph,25-208,G,3/16/17,TOR,OKC,1,30,5,8,0.625,4,7,0.5710000000000001,1,1,1.0,0,2,0.0,0,2,2,6,2,0,2,2,11,10.6,10-20
9945,9946,Jameer Nelson,34-338,G,1/12/17,DEN,IND,0,24,4,7,0.5710000000000001,1,1,1.0,3,6,0.5,0,0,,0,0,0,5,1,0,1,4,11,9.6,10-20
9946,9947,Luol Deng,31-242,F,12/14/16,LAL,BRK,1,32,5,12,0.41700000000000004,4,8,0.5,1,4,0.25,0,2,0.0,3,5,8,2,1,1,0,2,11,9.7,10-20
9947,9948,Wesley Matthews,30-173,G,4/5/17,DAL,LAC,1,36,4,9,0.444,1,5,0.2,3,4,0.75,0,0,,1,4,5,6,0,0,2,4,11,8.8,10-20
9948,9949,Jeremy Lin,28-217,G,3/28/17,BRK,PHI,1,30,4,14,0.28600000000000003,4,10,0.4,0,4,0.0,3,4,0.75,1,5,6,7,4,0,2,3,11,10.3,10-20
9949,9950,Eric Bledsoe,27-079,G,2/26/17,PHO,MIL,1,34,4,10,0.4,4,8,0.5,0,2,0.0,3,4,0.75,0,4,4,9,2,2,5,4,11,9.5,10-20
9950,9951,Alan Williams,24-057,F-C,3/26/17,PHO,CHO,0,26,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,2,0.5,1,10,11,2,1,1,1,4,11,11.9,10-20
9951,9952,Patrick Patterson,27-347,F,2/24/17,TOR,BOS,0,17,4,6,0.667,3,3,1.0,1,3,0.33299999999999996,2,2,1.0,1,1,2,1,0,0,1,3,11,7.9,10-20
9952,9953,Deron Williams,32-265,G,3/18/17,CLE,LAC,1,26,4,8,0.5,3,7,0.429,1,1,1.0,2,2,1.0,0,3,3,5,0,0,5,2,11,5.6,10-20
9953,9954,Cody Zeller,24-159,F-C,3/13/17,CHO,CHI,1,34,4,10,0.4,4,10,0.4,0,0,,3,3,1.0,1,6,7,2,1,2,1,3,11,9.7,10-20
9954,9955,Nik Stauskas,23-140,G,2/24/17,PHI,WAS,0,24,3,7,0.429,2,4,0.5,1,3,0.33299999999999996,4,4,1.0,0,3,3,1,0,1,0,2,11,8.8,10-20
9955,9956,Marreese Speights,29-185,C-F,2/5/17,LAC,BOS,0,17,2,5,0.4,0,1,0.0,2,4,0.5,5,6,0.833,1,4,5,0,0,0,0,0,11,9.8,10-20
9956,9957,Wayne Ellington,29-143,G,3/21/17,MIA,PHO,0,27,4,8,0.5,1,2,0.5,3,6,0.5,0,0,,0,1,1,2,1,0,0,0,11,9.7,10-20
9957,9958,Marcus Smart,22-280,G,12/11/16,BOS,OKC,1,36,5,11,0.455,4,7,0.5710000000000001,1,4,0.25,0,1,0.0,1,5,6,8,1,0,2,2,11,10.9,10-20
9958,9959,JaVale McGee,28-333,C,12/17/16,GSW,POR,0,11,5,5,1.0,5,5,1.0,0,0,,1,3,0.33299999999999996,0,5,5,0,1,1,1,2,11,10.1,10-20
9959,9960,Luol Deng,31-251,F,12/23/16,LAL,ORL,1,31,3,8,0.375,2,6,0.33299999999999996,1,2,0.5,4,4,1.0,1,9,10,3,0,1,2,2,11,10.0,10-20
9960,9961,Brandon Rush,31-268,G-F,4/1/17,MIN,SAC,1,22,4,8,0.5,1,3,0.33299999999999996,3,5,0.6,0,0,,0,2,2,1,0,0,0,1,11,7.9,10-20
9961,9962,Jordan Clarkson,24-248,G,2/10/17,LAL,MIL,0,21,4,9,0.444,1,3,0.33299999999999996,3,6,0.5,0,0,,0,0,0,4,1,0,1,4,11,7.5,10-20
9962,9963,Allen Crabbe,24-248,G-F,12/13/16,POR,OKC,0,26,4,8,0.5,2,5,0.4,2,3,0.667,1,2,0.5,1,2,3,2,0,0,0,2,11,8.5,10-20
9963,9964,Marco Belinelli,30-355,G-F,3/15/17,CHO,IND,0,26,4,10,0.4,2,4,0.5,2,6,0.33299999999999996,1,2,0.5,0,1,1,3,2,0,2,0,11,7.6,10-20
9964,9965,Jrue Holiday,26-204,G,1/2/17,NOP,CLE,1,35,4,11,0.364,2,8,0.25,2,3,0.667,1,2,0.5,0,4,4,13,3,0,4,1,11,13.4,10-20
9965,9966,Kyle Korver,36-018,G-F,4/4/17,CLE,ORL,0,12,4,6,0.667,1,1,1.0,3,5,0.6,0,0,,0,1,1,1,0,0,1,0,11,8.4,10-20
9966,9967,Ish Smith,28-278,G,4/9/17,DET,MEM,1,27,5,12,0.41700000000000004,5,11,0.455,0,1,0.0,1,2,0.5,0,2,2,7,0,0,3,1,11,6.3,10-20
9967,9968,Khris Middleton,25-211,F-G,3/11/17,MIL,MIN,1,33,3,9,0.33299999999999996,3,6,0.5,0,3,0.0,5,5,1.0,1,8,9,4,1,0,2,3,11,9.6,10-20
9968,9969,Ish Smith,28-242,G,3/4/17,DET,PHI,0,23,5,8,0.625,5,7,0.7140000000000001,0,1,0.0,1,1,1.0,0,4,4,13,0,1,0,0,11,18.4,10-20
9969,9970,Kosta Koufos,28-031,C,3/27/17,SAC,MEM,1,30,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,1,1.0,2,3,5,1,2,3,0,6,11,12.8,10-20
9970,9971,Tony Allen,34-361,G-F,1/6/17,MEM,GSW,1,48,5,16,0.313,5,15,0.33299999999999996,0,1,0.0,1,2,0.5,6,6,12,3,6,0,2,3,11,12.3,10-20
9971,9972,Ty Lawson,29-132,G,3/15/17,SAC,PHO,1,26,2,7,0.28600000000000003,2,7,0.28600000000000003,0,0,,7,8,0.875,1,2,3,6,0,0,4,0,11,8.0,10-20
9972,9973,Dwight Howard,31-069,C,2/15/17,ATL,LAC,1,24,5,8,0.625,5,7,0.7140000000000001,0,1,0.0,1,4,0.25,5,10,15,0,0,0,1,1,11,11.3,10-20
9973,9974,C.J. Miles,29-355,G-F,4/8/17,IND,ORL,0,20,4,7,0.5710000000000001,2,3,0.667,2,4,0.5,1,1,1.0,1,2,3,0,1,0,0,0,11,10.0,10-20
9974,9975,Justin Holiday,27-289,G,1/19/17,NYK,WAS,0,21,4,6,0.667,3,3,1.0,1,3,0.33299999999999996,2,2,1.0,0,2,2,2,1,1,0,2,11,11.3,10-20
9975,9976,Doug McDermott,25-094,F,4/7/17,OKC,PHO,1,40,4,9,0.444,2,3,0.667,2,6,0.33299999999999996,1,2,0.5,1,4,5,0,0,0,0,2,11,7.0,10-20
9976,9977,Cory Joseph,25-211,G,3/19/17,TOR,IND,1,31,5,9,0.556,4,8,0.5,1,1,1.0,0,0,,1,3,4,9,1,1,4,3,11,11.1,10-20
9977,9978,Dante Exum,21-206,G,2/4/17,UTA,CHO,0,22,5,12,0.41700000000000004,4,8,0.5,1,4,0.25,0,0,,0,1,1,3,1,0,1,4,11,5.4,10-20
9978,9979,Michael Beasley,28-004,F,1/13/17,MIL,MIA,0,21,5,5,1.0,5,5,1.0,0,0,,1,1,1.0,0,7,7,2,1,1,2,3,11,11.5,10-20
9979,9980,Andrew Wiggins,22-016,F-G,3/11/17,MIN,MIL,1,37,3,13,0.231,3,11,0.273,0,2,0.0,5,6,0.833,2,2,4,1,1,0,2,2,11,3.6,10-20
9980,9981,Shabazz Muhammad,24-010,F-G,11/23/16,MIN,NOP,0,17,4,6,0.667,4,5,0.8,0,1,0.0,3,5,0.6,1,1,2,0,1,0,1,0,11,8.6,10-20
9981,9982,Serge Ibaka,27-074,F-C,12/1/16,ORL,MEM,1,32,4,10,0.4,4,6,0.667,0,4,0.0,3,4,0.75,2,6,8,0,0,3,0,3,11,9.3,10-20
9982,9983,Dante Cunningham,29-276,F,1/23/17,NOP,CLE,1,31,4,10,0.4,2,3,0.667,2,7,0.28600000000000003,1,2,0.5,1,5,6,2,0,1,0,3,11,8.3,10-20
9983,9984,Nene Hilario,34-087,F-C,12/9/16,HOU,OKC,0,15,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,2,0.5,0,3,3,0,0,1,2,5,11,5.3,10-20
9984,9985,D.J. Augustin,29-017,G,11/27/16,ORL,MIL,1,25,5,7,0.7140000000000001,4,4,1.0,1,3,0.33299999999999996,0,0,,0,2,2,5,0,0,0,0,11,12.2,10-20
9985,9986,Zach LaVine,21-256,G,11/21/16,MIN,BOS,1,38,4,12,0.33299999999999996,4,5,0.8,0,7,0.0,3,3,1.0,0,3,3,4,1,1,2,2,11,6.8,10-20
9986,9987,Trevor Ariza,31-201,F,1/17/17,HOU,MIA,1,39,5,11,0.455,4,6,0.667,1,5,0.2,0,0,,0,7,7,1,1,0,3,3,11,4.9,10-20
9987,9988,Amir Johnson,29-272,F,1/28/17,BOS,MIL,1,25,5,7,0.7140000000000001,4,6,0.667,1,1,1.0,0,1,0.0,1,6,7,2,0,1,0,3,11,11.1,10-20
9988,9989,Rodney McGruder,25-201,G,2/15/17,MIA,HOU,1,27,4,8,0.5,1,2,0.5,3,6,0.5,0,0,,1,0,1,2,2,0,0,2,11,10.3,10-20
9989,9990,Brook Lopez,28-225,C,11/12/16,BRK,PHO,1,28,3,11,0.273,2,6,0.33299999999999996,1,5,0.2,4,4,1.0,0,5,5,2,1,5,3,3,11,7.7,10-20
9990,9991,Ersan Ilyasova,29-269,F,2/8/17,PHI,SAS,1,28,4,11,0.364,2,5,0.4,2,6,0.33299999999999996,1,3,0.33299999999999996,0,2,2,3,1,0,0,3,11,6.6,10-20
9991,9992,Ryan Anderson,28-272,F,2/2/17,HOU,ATL,1,34,4,12,0.33299999999999996,1,3,0.33299999999999996,3,9,0.33299999999999996,0,0,,0,2,2,2,0,0,0,3,11,5.0,10-20
9992,9993,Anthony Morrow,31-126,G,1/31/17,OKC,SAS,0,30,3,12,0.25,2,6,0.33299999999999996,1,6,0.16699999999999998,4,4,1.0,1,0,1,0,2,0,1,3,11,4.3,10-20
9993,9994,Robert Covington,26-030,F,1/13/17,PHI,CHO,1,28,4,10,0.4,1,4,0.25,3,6,0.5,0,0,,2,4,6,2,1,1,2,5,11,7.3,10-20
9994,9995,Joel Embiid,22-279,C-F,12/20/16,PHI,NOP,1,25,4,12,0.33299999999999996,4,9,0.444,0,3,0.0,3,5,0.6,0,6,6,1,1,1,2,5,11,3.6,10-20
9995,9996,Dario Saric,22-220,F,11/14/16,PHI,HOU,1,24,4,11,0.364,3,8,0.375,1,3,0.33299999999999996,2,2,1.0,1,5,6,2,0,0,0,0,11,8.5,10-20
9996,9997,Manu Ginobili,39-236,G,3/21/17,SAS,MIN,0,19,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,2,2,1.0,2,1,3,2,3,0,1,1,11,12.4,10-20
9997,9998,Tony Snell,25-043,G-F,12/23/16,MIL,WAS,1,27,5,8,0.625,4,4,1.0,1,4,0.25,0,0,,0,3,3,2,0,1,0,1,11,10.0,10-20
9998,9999,James Johnson,29-258,F,11/4/16,MIA,TOR,0,19,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,1,2,3,2,0,1,1,4,11,7.8,10-20
9999,10000,Gerald Henderson,29-014,G,12/23/16,PHI,PHO,1,26,5,10,0.5,4,8,0.5,1,2,0.5,0,0,,0,1,1,3,0,0,0,0,11,8.4,10-20
10000,10001,J.J. Redick,32-182,G,12/23/16,LAC,DAL,1,30,4,10,0.4,2,3,0.667,2,7,0.28600000000000003,1,2,0.5,0,3,3,3,0,0,5,3,11,2.0,10-20
10001,10002,Ben McLemore,23-266,G,11/3/16,SAC,ORL,0,28,5,7,0.7140000000000001,4,5,0.8,1,2,0.5,0,0,,1,3,4,1,1,0,2,5,11,7.4,10-20
10002,10003,Julius Randle,22-077,F,2/14/17,LAL,SAC,1,21,5,11,0.455,4,10,0.4,1,1,1.0,0,0,,3,4,7,2,0,0,1,1,11,8.6,10-20
10003,10004,Iman Shumpert,26-183,G,12/26/16,CLE,DET,0,33,4,10,0.4,3,7,0.429,1,3,0.33299999999999996,2,2,1.0,0,1,1,2,3,0,4,0,11,6.3,10-20
10004,10005,Willie Cauley-Stein,23-225,F-C,3/31/17,SAC,NOP,1,34,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,3,11,14,1,1,0,3,2,11,10.3,10-20
10005,10006,Darrun Hilliard,23-233,G,12/2/16,DET,ATL,0,18,4,8,0.5,1,3,0.33299999999999996,3,5,0.6,0,0,,0,1,1,2,0,0,1,3,11,6.5,10-20
10006,10007,Evan Turner,28-002,G,10/29/16,POR,DEN,0,25,5,9,0.556,4,7,0.5710000000000001,1,2,0.5,0,0,,0,3,3,2,0,0,2,1,11,6.6,10-20
10007,10008,Patrick Patterson,27-364,F,3/13/17,TOR,DAL,0,21,4,6,0.667,1,1,1.0,3,5,0.6,0,0,,1,6,7,1,0,0,0,2,11,10.8,10-20
10008,10009,Taj Gibson,31-159,F,11/30/16,CHI,LAL,1,31,4,9,0.444,4,9,0.444,0,0,,3,6,0.5,1,9,10,4,2,2,1,6,11,11.3,10-20
10009,10010,Dirk Nowitzki,38-255,F,3/1/17,DAL,ATL,1,28,5,12,0.41700000000000004,5,6,0.833,0,6,0.0,1,1,1.0,2,8,10,1,0,0,4,4,11,3.5,10-20
10010,10011,Trey Lyles,21-012,F,11/17/16,UTA,CHI,0,21,4,11,0.364,4,8,0.5,0,3,0.0,3,3,1.0,3,3,6,0,1,0,1,2,11,7.1,10-20
10011,10012,Mario Hezonja,22-013,F-G,3/10/17,ORL,CHO,0,22,3,10,0.3,2,4,0.5,1,6,0.16699999999999998,4,4,1.0,3,1,4,0,0,0,1,4,11,5.0,10-20
10012,10013,Ersan Ilyasova,29-188,F,11/19/16,PHI,PHO,1,24,5,9,0.556,4,5,0.8,1,4,0.25,0,0,,0,2,2,1,1,0,0,2,11,8.2,10-20
10013,10014,Dirk Nowitzki,38-198,F,1/3/17,DAL,WAS,1,24,4,9,0.444,3,5,0.6,1,4,0.25,2,2,1.0,0,9,9,0,0,0,0,2,11,8.2,10-20
10014,10015,Arron Afflalo,31-095,G,1/18/17,SAC,IND,1,31,3,6,0.5,1,2,0.5,2,4,0.5,3,3,1.0,0,1,1,1,0,1,1,3,11,7.5,10-20
10015,10016,Steven Adams,23-234,C,3/11/17,OKC,UTA,1,32,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,4,5,9,0,2,1,1,2,11,12.2,10-20
10016,10017,Marcus Morris,27-163,F,2/12/17,DET,TOR,1,32,3,9,0.33299999999999996,3,5,0.6,0,4,0.0,5,6,0.833,0,3,3,1,2,1,1,4,11,7.2,10-20
10017,10018,Andrew Harrison,22-049,G,12/16/16,MEM,SAC,0,19,2,4,0.5,1,2,0.5,1,2,0.5,6,8,0.75,0,0,0,1,0,1,2,6,11,5.2,10-20
10018,10019,Cody Zeller,24-179,F-C,4/2/17,CHO,OKC,1,28,3,7,0.429,3,7,0.429,0,0,,5,7,0.7140000000000001,1,3,4,2,1,1,1,0,11,10.2,10-20
10019,10020,Hassan Whiteside,27-200,C,12/30/16,MIA,BOS,1,32,5,9,0.556,5,9,0.556,0,0,,1,2,0.5,0,8,8,1,1,1,1,0,11,10.1,10-20
10020,10021,Buddy Hield,23-023,G,1/9/17,NOP,NYK,1,27,4,7,0.5710000000000001,1,2,0.5,3,5,0.6,0,0,,0,3,3,3,3,0,0,0,11,13.7,10-20
10021,10022,Wesley Matthews,30-095,G,1/17/17,DAL,CHI,1,40,4,10,0.4,1,5,0.2,3,5,0.6,0,0,,0,4,4,2,0,0,1,3,11,6.0,10-20
10022,10023,Delon Wright,24-306,G,2/26/17,TOR,POR,0,15,5,9,0.556,4,6,0.667,1,3,0.33299999999999996,0,0,,0,2,2,1,0,0,0,4,11,6.4,10-20
10023,10024,Allen Crabbe,24-346,G-F,3/21/17,POR,MIL,0,31,4,11,0.364,3,6,0.5,1,5,0.2,2,2,1.0,0,5,5,1,1,1,1,0,11,7.8,10-20
10024,10025,Enes Kanter,24-315,C,3/31/17,OKC,SAS,0,29,5,14,0.35700000000000004,5,14,0.35700000000000004,0,0,,1,2,0.5,2,3,5,1,0,1,1,2,11,4.7,10-20
10025,10026,Marvin Williams,30-278,F,3/24/17,CHO,CLE,1,38,3,11,0.273,3,8,0.375,0,3,0.0,5,5,1.0,2,9,11,2,1,1,0,1,11,11.3,10-20
10026,10027,Elfrid Payton,22-342,G,1/29/17,ORL,TOR,1,36,4,13,0.308,4,10,0.4,0,3,0.0,3,4,0.75,0,4,4,10,1,1,2,5,11,9.0,10-20
10027,10028,Alex Len,23-281,C,3/24/17,PHO,BOS,1,26,4,5,0.8,4,5,0.8,0,0,,3,7,0.429,1,5,6,2,0,2,1,3,11,10.3,10-20
10028,10029,JaVale McGee,29-014,C,2/2/17,GSW,LAC,1,15,5,6,0.833,5,6,0.833,0,0,,1,2,0.5,4,4,8,0,1,1,1,4,11,11.5,10-20
10029,10030,Kristaps Porzingis,21-197,F-C,2/15/17,NYK,OKC,1,33,4,13,0.308,3,9,0.33299999999999996,1,4,0.25,2,2,1.0,0,7,7,1,1,2,4,4,11,3.1,10-20
10030,10031,Justin Hamilton,26-233,C,11/20/16,BRK,POR,0,22,4,7,0.5710000000000001,1,1,1.0,3,6,0.5,0,0,,0,3,3,1,0,0,0,1,11,8.9,10-20
10031,10032,Kelly Oubre,21-059,F,2/6/17,WAS,CLE,0,28,4,10,0.4,3,7,0.429,1,3,0.33299999999999996,2,2,1.0,3,4,7,0,4,0,0,6,11,10.5,10-20
10032,10033,Trevor Ariza,31-170,F,12/17/16,HOU,MIN,1,38,4,16,0.25,1,5,0.2,3,11,0.273,0,0,,1,4,5,0,3,0,2,1,11,3.9,10-20
10033,10034,Troy Daniels,25-204,G,2/4/17,MEM,MIN,0,15,4,8,0.5,2,2,1.0,2,6,0.33299999999999996,1,2,0.5,0,0,0,1,0,0,1,1,11,5.9,10-20
10034,10035,Serge Ibaka,27-201,F-C,4/7/17,TOR,MIA,1,30,4,9,0.444,1,4,0.25,3,5,0.6,0,0,,2,7,9,0,0,1,1,6,11,7.1,10-20
10035,10036,Gorgui Dieng,26-315,C,11/28/16,MIN,UTA,1,32,3,8,0.375,3,8,0.375,0,0,,5,5,1.0,4,2,6,4,1,1,1,1,11,13.1,10-20
10036,10037,P.J. Tucker,31-270,F,1/30/17,PHO,MEM,0,25,5,7,0.7140000000000001,4,4,1.0,1,3,0.33299999999999996,0,0,,0,2,2,0,1,0,0,3,11,8.5,10-20
10037,10038,Frank Kaminsky,23-289,F-C,1/18/17,CHO,POR,0,24,4,10,0.4,1,4,0.25,3,6,0.5,0,0,,0,3,3,2,2,0,1,3,11,7.7,10-20
10038,10039,Otto Porter,23-275,F,3/5/17,WAS,ORL,1,31,4,9,0.444,3,5,0.6,1,4,0.25,2,2,1.0,1,3,4,1,1,1,0,2,11,9.5,10-20
10039,10040,Rudy Gobert,24-212,C,1/24/17,UTA,DEN,1,25,4,8,0.5,4,8,0.5,0,0,,3,5,0.6,3,6,9,1,0,1,4,4,11,5.9,10-20
10040,10041,Tyler Ennis,22-221,G,4/2/17,LAL,MEM,0,22,4,9,0.444,3,8,0.375,1,1,1.0,2,2,1.0,0,2,2,1,1,0,0,1,11,8.2,10-20
10041,10042,DeAndre Jordan,28-258,C,4/5/17,LAC,DAL,1,33,4,5,0.8,4,5,0.8,0,0,,3,8,0.375,3,17,20,1,2,0,2,1,11,14.6,10-20
