,Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Binned PTS
10042,10043,Marc Gasol,31-332,C,12/26/16,MEM,ORL,1,28,4,9,0.444,4,8,0.5,0,1,0.0,3,4,0.75,0,4,4,3,2,0,1,2,11,9.4,10-20
10043,10044,Andrew Nicholson,27-099,F,3/17/17,BRK,BOS,0,17,4,9,0.444,3,7,0.429,1,2,0.5,2,2,1.0,1,1,2,2,2,0,0,1,11,10.3,10-20
10044,10045,Kevin Seraphin,27-122,F,4/8/17,IND,ORL,0,18,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,3,5,0.6,0,4,4,1,0,0,0,3,11,7.6,10-20
10045,10046,Khris Middleton,25-213,F-G,3/13/17,MIL,MEM,1,35,2,8,0.25,0,2,0.0,2,6,0.33299999999999996,5,6,0.833,1,2,3,3,0,1,1,2,11,8.1,10-20
10046,10047,James Ennis,26-179,F,12/27/16,MEM,BOS,1,22,4,7,0.5710000000000001,1,3,0.33299999999999996,3,4,0.75,0,0,,0,1,1,1,1,0,1,3,11,7.5,10-20
10047,10048,Julius Randle,22-133,F,4/11/17,LAL,NOP,1,16,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,3,4,0.75,0,5,5,2,0,0,0,4,11,8.6,10-20
10048,10049,Andrew Harrison,22-043,G,12/10/16,MEM,GSW,1,35,2,9,0.222,2,5,0.4,0,4,0.0,7,7,1.0,0,2,2,5,3,0,2,3,11,9.4,10-20
10049,10050,Rodney McGruder,25-122,G,11/28/16,MIA,BOS,1,38,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,2,2,1.0,2,3,5,0,1,0,6,4,11,3.4,10-20
10050,10051,Dirk Nowitzki,38-294,F,4/9/17,DAL,PHO,1,20,4,12,0.33299999999999996,3,10,0.3,1,2,0.5,2,2,1.0,0,3,3,3,0,0,1,2,11,5.4,10-20
10051,10052,Malcolm Brogdon,24-048,G,1/28/17,MIL,BOS,0,32,4,12,0.33299999999999996,4,9,0.444,0,3,0.0,3,3,1.0,1,1,2,5,0,0,1,2,11,6.9,10-20
10052,10053,Joe Johnson,35-153,G-F,11/29/16,UTA,HOU,0,26,4,7,0.5710000000000001,1,2,0.5,3,5,0.6,0,0,,0,3,3,3,0,0,1,1,11,9.3,10-20
10053,10054,Davis Bertans,24-059,F,1/10/17,SAS,MIL,0,19,4,7,0.5710000000000001,1,1,1.0,3,6,0.5,0,0,,0,0,0,2,0,1,2,2,11,7.0,10-20
10054,10055,Maurice Harkless,23-196,F-G,11/23/16,POR,CLE,1,34,4,10,0.4,3,5,0.6,1,5,0.2,2,2,1.0,3,4,7,2,3,1,0,5,11,12.0,10-20
10055,10056,Courtney Lee,31-093,G,1/4/17,NYK,MIL,1,38,4,9,0.444,1,4,0.25,3,5,0.6,0,0,,1,1,2,3,1,1,0,1,11,10.7,10-20
10056,10057,Seth Curry,26-129,G,12/30/16,DAL,GSW,0,26,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,1,0,1,5,2,0,0,1,11,12.8,10-20
10057,10058,Tobias Harris,24-142,F,12/4/16,DET,ORL,1,35,5,12,0.41700000000000004,4,9,0.444,1,3,0.33299999999999996,0,1,0.0,2,2,4,1,0,0,0,0,11,6.9,10-20
10058,10059,Khris Middleton,25-218,F-G,3/18/17,MIL,GSW,1,29,4,8,0.5,2,6,0.33299999999999996,2,2,1.0,1,1,1.0,0,2,2,5,0,0,3,2,11,7.3,10-20
10059,10060,Marcin Gortat,33-050,C-F,4/8/17,WAS,MIA,1,29,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,3,4,0.75,4,7,11,2,0,1,1,1,11,12.9,10-20
10060,10061,Michael Kidd-Gilchrist,23-070,F,12/5/16,CHO,DAL,1,28,5,11,0.455,5,11,0.455,0,0,,1,1,1.0,4,8,12,1,0,1,0,3,11,10.7,10-20
10061,10062,Patrick McCaw,21-128,G,3/2/17,GSW,CHI,1,29,4,5,0.8,3,4,0.75,1,1,1.0,2,2,1.0,0,4,4,2,2,1,0,1,11,14.0,10-20
10062,10063,Matthew Dellavedova,26-048,G,10/26/16,MIL,CHO,1,29,5,10,0.5,4,7,0.5710000000000001,1,3,0.33299999999999996,0,0,,0,3,3,3,0,0,2,3,11,5.8,10-20
10063,10064,Luke Babbitt,27-217,F,1/23/17,MIA,GSW,1,26,3,6,0.5,0,2,0.0,3,4,0.75,2,2,1.0,1,5,6,1,1,0,0,3,11,10.7,10-20
10064,10065,Davis Bertans,24-141,F,4/2/17,SAS,UTA,1,34,4,8,0.5,1,2,0.5,3,6,0.5,0,0,,0,4,4,1,1,0,0,2,11,9.1,10-20
10065,10066,Dante Exum,21-156,G,12/16/16,UTA,DAL,1,19,4,6,0.667,3,3,1.0,1,3,0.33299999999999996,2,2,1.0,0,1,1,1,0,0,0,4,11,7.8,10-20
10066,10067,Greg Monroe,26-148,C-F,10/30/16,MIL,DET,0,18,4,9,0.444,4,9,0.444,0,0,,3,3,1.0,1,4,5,0,2,0,1,2,11,8.4,10-20
10067,10068,Michael Beasley,28-006,F,1/15/17,MIL,ATL,0,18,3,7,0.429,3,6,0.5,0,1,0.0,5,6,0.833,1,2,3,1,2,0,1,2,11,9.1,10-20
10068,10069,Derrick Williams,25-171,F,11/12/16,MIA,UTA,0,20,5,8,0.625,4,6,0.667,1,2,0.5,0,2,0.0,1,3,4,1,0,1,0,0,11,9.6,10-20
10069,10070,Norman Powell,23-180,G,11/21/16,TOR,LAC,1,26,4,9,0.444,2,4,0.5,2,5,0.4,1,1,1.0,0,0,0,1,1,0,3,1,11,4.6,10-20
10070,10071,Ricky Rubio,26-053,G,12/13/16,MIN,CHI,1,35,3,6,0.5,2,5,0.4,1,1,1.0,4,4,1.0,2,3,5,10,1,0,2,0,11,16.3,10-20
10071,10072,Al Horford,30-243,C-F,2/1/17,BOS,TOR,1,32,4,13,0.308,3,8,0.375,1,5,0.2,2,2,1.0,1,2,3,6,1,0,1,3,11,7.8,10-20
10072,10073,Gerald Green,31-050,G-F,3/17/17,BOS,BRK,0,17,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,0,3,3,0,0,0,1,2,11,6.1,10-20
10073,10074,Jusuf Nurkic,22-106,C,12/7/16,DEN,BRK,1,17,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,3,0,3,1,0,0,2,1,11,8.4,10-20
10074,10075,Terrence Jones,24-321,F,11/25/16,NOP,POR,0,30,4,10,0.4,2,6,0.33299999999999996,2,4,0.5,1,2,0.5,0,3,3,2,0,0,1,0,11,6.5,10-20
10075,10076,Tyler Ennis,22-216,G,3/28/17,LAL,WAS,0,27,4,9,0.444,2,5,0.4,2,4,0.5,1,2,0.5,0,0,0,1,1,0,4,2,11,2.8,10-20
10076,10077,Otto Porter,23-244,F,2/2/17,WAS,LAL,1,38,4,9,0.444,1,3,0.33299999999999996,3,6,0.5,0,0,,0,6,6,3,2,0,0,1,11,11.8,10-20
10077,10078,Ed Davis,27-253,F,2/13/17,POR,ATL,0,27,5,8,0.625,5,8,0.625,0,0,,1,6,0.16699999999999998,6,7,13,3,0,1,1,6,11,11.1,10-20
10078,10079,Terry Rozier,22-240,G,11/12/16,BOS,IND,0,22,4,7,0.5710000000000001,2,3,0.667,2,4,0.5,1,2,0.5,0,6,6,1,1,1,0,0,11,11.5,10-20
10079,10080,Al Horford,30-145,C-F,10/26/16,BOS,BRK,1,27,5,8,0.625,4,4,1.0,1,4,0.25,0,0,,1,4,5,6,0,4,2,2,11,13.5,10-20
10080,10081,Luke Babbitt,27-140,F,11/7/16,MIA,OKC,1,23,4,8,0.5,3,4,0.75,1,4,0.25,2,2,1.0,2,2,4,0,1,0,1,0,11,9.0,10-20
10081,10082,Thaddeus Young,28-143,F,11/11/16,IND,PHI,1,34,4,6,0.667,3,4,0.75,1,2,0.5,2,2,1.0,1,9,10,1,1,0,3,0,11,10.5,10-20
10082,10083,Kentavious Caldwell-Pope,23-300,G,12/14/16,DET,DAL,1,36,4,9,0.444,3,5,0.6,1,4,0.25,2,2,1.0,0,2,2,0,0,0,1,1,11,5.5,10-20
10083,10084,Otto Porter,23-221,F,1/10/17,WAS,CHI,1,34,5,10,0.5,4,6,0.667,1,4,0.25,0,0,,0,2,2,2,2,1,0,1,11,10.3,10-20
10084,10085,Buddy Hield,22-365,G,12/16/16,NOP,HOU,1,26,4,10,0.4,1,6,0.16699999999999998,3,4,0.75,0,0,,0,5,5,1,0,0,2,4,11,4.2,10-20
10085,10086,Dante Cunningham,29-248,F,12/26/16,NOP,DAL,1,37,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,2,2,1.0,0,6,6,0,1,0,0,3,11,9.3,10-20
10086,10087,Mindaugas Kuzminskas,27-175,F,4/12/17,NYK,PHI,0,18,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,2,2,1.0,3,1,4,0,0,0,2,1,11,7.7,10-20
10087,10088,Richard Jefferson,36-209,F,1/16/17,CLE,GSW,0,20,3,8,0.375,1,3,0.33299999999999996,2,5,0.4,3,5,0.6,0,2,2,1,1,0,1,3,11,5.9,10-20
10088,10089,Rudy Gobert,24-198,C,1/10/17,UTA,CLE,1,36,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,1,1.0,4,10,14,1,3,1,5,3,11,12.1,10-20
10089,10090,Kyle Korver,35-305,G-F,1/16/17,CLE,GSW,0,27,4,10,0.4,1,2,0.5,3,8,0.375,0,0,,0,2,2,0,0,0,0,2,11,5.4,10-20
10090,10091,Dennis Schroder,23-048,G,11/2/16,ATL,LAL,1,29,4,11,0.364,3,8,0.375,1,3,0.33299999999999996,2,2,1.0,0,2,2,6,1,0,2,2,11,7.9,10-20
10091,10092,Larry Nance Jr.,24-040,F,2/10/17,LAL,MIL,0,28,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,,9,10,0.9,2,3,5,3,1,0,0,2,11,13.5,10-20
10092,10093,Skal Labissiere,20-360,F,3/13/17,SAC,ORL,1,20,5,9,0.556,5,9,0.556,0,0,,1,3,0.33299999999999996,1,6,7,0,0,4,0,2,11,10.4,10-20
10093,10094,Channing Frye,33-170,C-F,11/3/16,CLE,BOS,0,15,4,7,0.5710000000000001,1,4,0.25,3,3,1.0,0,0,,0,1,1,0,1,1,1,2,11,7.9,10-20
10094,10095,Taj Gibson,31-148,F,11/19/16,CHI,LAC,1,32,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,0,4,4,2,0,1,2,2,11,7.5,10-20
10095,10096,Will Barton,26-049,G,2/24/17,DEN,BRK,0,30,3,9,0.33299999999999996,3,8,0.375,0,1,0.0,5,7,0.7140000000000001,0,5,5,6,0,0,3,3,11,6.6,10-20
10096,10097,Jonas Valanciunas,24-317,C,3/19/17,TOR,IND,1,24,4,8,0.5,4,8,0.5,0,0,,3,4,0.75,6,7,13,0,0,1,0,3,11,12.4,10-20
10097,10098,Tim Hardaway,24-261,G,12/2/16,ATL,DET,0,27,5,14,0.35700000000000004,5,8,0.625,0,6,0.0,1,2,0.5,0,2,2,2,1,0,0,1,11,5.4,10-20
10098,10099,Nikola Mirotic,25-314,F,12/21/16,CHI,WAS,0,22,4,10,0.4,1,4,0.25,3,6,0.5,0,0,,2,4,6,0,0,1,0,2,11,8.1,10-20
10099,10100,Thaddeus Young,28-222,F,1/29/17,IND,HOU,1,30,5,9,0.556,5,8,0.625,0,1,0.0,1,2,0.5,2,3,5,2,2,0,2,3,11,8.8,10-20
10100,10101,Ricky Rubio,26-038,G,11/28/16,MIN,UTA,1,25,4,5,0.8,3,3,1.0,1,2,0.5,2,2,1.0,0,2,2,3,2,0,1,4,11,11.2,10-20
10101,10102,Marcus Smart,23-023,G,3/29/17,BOS,MIL,0,30,4,15,0.267,3,8,0.375,1,7,0.14300000000000002,2,4,0.5,5,6,11,5,1,1,4,5,11,5.8,10-20
10102,10103,Tony Parker,34-212,G,12/15/16,SAS,PHO,1,26,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,0,1,1,1,1,0,1,1,11,7.6,10-20
10103,10104,Luis Scola,36-230,F,12/16/16,BRK,ORL,0,12,4,7,0.5710000000000001,1,4,0.25,3,3,1.0,0,0,,0,0,0,2,0,0,2,3,11,5.9,10-20
10104,10105,Joe Ingles,29-069,F-G,12/10/16,UTA,SAC,1,38,4,5,0.8,1,1,1.0,3,4,0.75,0,0,,0,6,6,4,1,0,3,2,11,10.9,10-20
10105,10106,Patrick Beverley,28-128,G,11/17/16,HOU,POR,1,25,5,8,0.625,4,6,0.667,1,2,0.5,0,0,,1,1,2,3,0,3,0,3,11,11.4,10-20
10106,10107,Paul Millsap,31-289,F,11/25/16,ATL,UTA,1,28,4,11,0.364,3,9,0.33299999999999996,1,2,0.5,2,2,1.0,1,4,5,0,1,2,1,3,11,7.0,10-20
10107,10108,Tyson Chandler,34-122,C,2/1/17,PHO,LAC,1,27,5,5,1.0,5,5,1.0,0,0,,1,2,0.5,1,3,4,0,0,0,4,5,11,4.7,10-20
10108,10109,Kyle Anderson,23-077,F-G,12/6/16,SAS,MIN,0,22,2,4,0.5,1,2,0.5,1,2,0.5,6,6,1.0,0,6,6,4,0,1,0,2,11,13.5,10-20
10109,10110,Brandon Jennings,27-117,G,1/18/17,NYK,BOS,0,27,3,7,0.429,1,2,0.5,2,5,0.4,3,4,0.75,1,3,4,5,0,1,1,1,11,11.3,10-20
10110,10111,T.J. McConnell,24-323,G,2/11/17,PHI,MIA,1,32,3,7,0.429,3,7,0.429,0,0,,5,6,0.833,1,3,4,10,2,0,1,0,11,16.5,10-20
10111,10112,Kyle O'Quinn,26-217,F-C,10/29/16,NYK,MEM,0,19,3,5,0.6,3,5,0.6,0,0,,5,7,0.7140000000000001,2,4,6,2,0,0,1,4,11,9.3,10-20
10112,10113,T.J. Warren,23-163,F,2/15/17,PHO,LAL,1,21,4,5,0.8,4,5,0.8,0,0,,3,3,1.0,1,2,3,3,1,2,0,1,11,14.5,10-20
10113,10114,Mirza Teletovic,31-110,F,1/6/17,MIL,NYK,0,17,3,5,0.6,0,0,,3,5,0.6,2,2,1.0,0,1,1,0,1,0,0,0,11,10.0,10-20
10114,10115,James Ennis,26-178,F,12/26/16,MEM,ORL,0,22,3,4,0.75,1,2,0.5,2,2,1.0,3,4,0.75,1,1,2,1,1,0,0,2,11,10.9,10-20
10115,10116,Michael Beasley,28-049,F,2/27/17,MIL,CLE,1,9,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,3,3,1.0,0,2,2,1,0,0,0,2,11,8.2,10-20
10116,10117,Jeff Green,30-185,F,3/1/17,ORL,NYK,0,24,4,10,0.4,3,5,0.6,1,5,0.2,2,2,1.0,0,2,2,0,1,2,0,4,11,7.0,10-20
10117,10118,Gorgui Dieng,26-312,C,11/25/16,MIN,PHO,1,37,4,10,0.4,3,8,0.375,1,2,0.5,2,2,1.0,4,3,7,2,3,4,2,5,11,12.5,10-20
10118,10119,Thaddeus Young,28-127,F,10/26/16,IND,DAL,1,34,5,10,0.5,4,9,0.444,1,1,1.0,0,0,,0,5,5,4,1,0,2,6,11,6.9,10-20
10119,10120,Mason Plumlee,26-253,C-F,11/13/16,POR,DEN,1,24,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,3,0.33299999999999996,4,5,9,3,0,1,1,0,11,13.4,10-20
10120,10121,Evan Turner,28-069,G,1/4/17,POR,GSW,0,30,5,10,0.5,4,8,0.5,1,2,0.5,0,0,,0,3,3,2,0,0,2,4,11,4.7,10-20
10121,10122,Klay Thompson,26-260,G,10/25/16,GSW,SAS,1,33,5,13,0.385,4,7,0.5710000000000001,1,6,0.16699999999999998,0,0,,0,1,1,2,0,0,1,4,11,3.0,10-20
10122,10123,Stephen Curry,28-336,G,2/13/17,GSW,DEN,1,27,4,18,0.222,3,7,0.429,1,11,0.091,2,2,1.0,1,1,2,5,1,0,1,1,11,4.1,10-20
10123,10124,Marco Belinelli,30-358,G-F,3/18/17,CHO,WAS,0,28,3,9,0.33299999999999996,2,8,0.25,1,1,1.0,4,5,0.8,0,1,1,2,0,0,1,2,11,5.4,10-20
10124,10125,Gerald Green,31-014,G-F,2/9/17,BOS,POR,0,18,5,6,0.833,4,5,0.8,1,1,1.0,0,0,,1,0,1,1,0,0,0,2,11,9.4,10-20
10125,10126,Jodie Meeks,29-226,G,4/4/17,ORL,CLE,0,21,2,7,0.28600000000000003,1,3,0.33299999999999996,1,4,0.25,6,6,1.0,1,5,6,3,2,0,2,1,11,10.8,10-20
10126,10127,Delon Wright,24-295,G,2/15/17,TOR,CHO,0,28,3,5,0.6,3,4,0.75,0,1,0.0,5,6,0.833,1,0,1,2,2,1,0,1,11,12.7,10-20
10127,10128,Lance Thomas,28-311,F,3/1/17,NYK,ORL,1,31,4,5,0.8,4,5,0.8,0,0,,3,4,0.75,1,4,5,1,2,0,0,1,11,12.9,10-20
10128,10129,E'Twaun Moore,28-001,G,3/1/17,NOP,DET,0,26,4,10,0.4,2,7,0.28600000000000003,2,3,0.667,1,1,1.0,0,1,1,3,0,0,0,3,11,6.8,10-20
10129,10130,Jabari Parker,21-247,F,11/17/16,MIL,MIA,1,33,5,20,0.25,4,14,0.28600000000000003,1,6,0.16699999999999998,0,0,,2,6,8,2,1,1,2,2,11,2.5,10-20
10130,10131,Taurean Waller-Prince,23-021,F,4/12/17,ATL,IND,1,25,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,2,3,0.667,0,2,2,2,1,0,1,4,11,7.0,10-20
10131,10132,Isaiah Whitehead,21-336,G,2/7/17,BRK,CHO,0,26,4,11,0.364,3,9,0.33299999999999996,1,2,0.5,2,2,1.0,0,1,1,7,1,0,1,2,11,9.3,10-20
10132,10133,Patrick Patterson,27-256,F,11/25/16,TOR,MIL,0,25,3,7,0.429,0,1,0.0,3,6,0.5,2,2,1.0,1,4,5,3,0,0,0,4,11,9.7,10-20
10133,10134,Wade Baldwin,20-252,G,12/6/16,MEM,PHI,0,24,2,6,0.33299999999999996,2,5,0.4,0,1,0.0,7,8,0.875,0,1,1,2,0,0,3,5,11,3.9,10-20
10134,10135,Tim Frazier,26-099,G,2/8/17,NOP,UTA,0,24,1,4,0.25,1,3,0.33299999999999996,0,1,0.0,9,10,0.9,0,3,3,4,0,0,1,4,11,9.3,10-20
10135,10136,Kyle Korver,35-237,G-F,11/9/16,ATL,CHI,1,26,4,5,0.8,2,3,0.667,2,2,1.0,1,1,1.0,0,2,2,2,0,0,3,5,11,6.1,10-20
10136,10137,Richard Jefferson,36-251,F,2/27/17,CLE,MIL,1,30,3,6,0.5,2,3,0.667,1,3,0.33299999999999996,4,4,1.0,1,5,6,2,1,0,2,2,11,9.8,10-20
10137,10138,Alex Len,23-222,C,1/24/17,PHO,MIN,0,24,4,5,0.8,4,5,0.8,0,0,,3,3,1.0,5,5,10,0,0,0,3,1,11,10.7,10-20
10138,10139,Rondae Hollis-Jefferson,22-089,F,4/2/17,BRK,ATL,1,27,4,8,0.5,2,6,0.33299999999999996,2,2,1.0,1,2,0.5,1,4,5,2,3,0,3,0,11,9.9,10-20
10139,10140,Pau Gasol,36-153,F-C,12/6/16,SAS,MIN,1,26,4,10,0.4,2,7,0.28600000000000003,2,3,0.667,1,2,0.5,1,6,7,1,0,0,1,2,11,6.6,10-20
10140,10141,Dorian Finney-Smith,23-213,F,12/3/16,DAL,CHI,1,35,3,5,0.6,1,1,1.0,2,4,0.5,3,4,0.75,1,1,2,2,1,0,0,1,11,11.3,10-20
10141,10142,Thabo Sefolosha,32-322,G-F,3/20/17,ATL,CHO,1,28,4,7,0.5710000000000001,1,2,0.5,3,5,0.6,0,2,0.0,2,6,8,4,0,1,0,3,11,12.4,10-20
10142,10143,Gary Harris,22-110,G,1/2/17,DEN,GSW,1,31,5,12,0.41700000000000004,5,9,0.556,0,3,0.0,1,2,0.5,3,1,4,3,2,0,0,3,11,9.5,10-20
10143,10144,Rondae Hollis-Jefferson,21-365,F,1/2/17,BRK,UTA,0,14,3,5,0.6,3,5,0.6,0,0,,5,7,0.7140000000000001,0,1,1,1,0,0,1,0,11,7.9,10-20
10144,10145,Nik Stauskas,23-127,G,2/11/17,PHI,MIA,0,30,4,8,0.5,2,4,0.5,2,4,0.5,1,2,0.5,0,1,1,3,1,2,0,1,11,11.0,10-20
10145,10146,Tyler Ulis,21-086,G,4/1/17,PHO,POR,1,38,4,11,0.364,4,10,0.4,0,1,0.0,3,4,0.75,0,3,3,5,0,0,2,4,11,5.3,10-20
10146,10147,Donatas Motiejunas,26-109,F-C,1/7/17,NOP,BOS,0,20,4,5,0.8,3,4,0.75,1,1,1.0,2,4,0.5,2,3,5,4,1,0,0,3,11,13.2,10-20
10147,10148,Jodie Meeks,29-223,G,4/1/17,ORL,BRK,0,18,4,7,0.5710000000000001,3,3,1.0,1,4,0.25,2,2,1.0,0,0,0,0,0,1,1,1,11,7.0,10-20
10148,10149,Terry Rozier,22-246,G,11/18/16,BOS,GSW,0,26,3,5,0.6,1,2,0.5,2,3,0.667,3,4,0.75,1,6,7,5,0,0,1,1,11,12.9,10-20
10149,10150,Rudy Gobert,24-260,C,3/13/17,UTA,LAC,1,37,5,6,0.833,5,6,0.833,0,0,,1,1,1.0,3,7,10,3,0,1,1,4,11,13.2,10-20
10150,10151,Vince Carter,39-351,G-F,1/11/17,MEM,OKC,0,29,3,6,0.5,0,2,0.0,3,4,0.75,2,4,0.5,1,2,3,1,1,1,0,4,11,9.3,10-20
10151,10152,Georgios Papagiannis,19-271,C,3/31/17,SAC,NOP,0,25,4,5,0.8,4,5,0.8,0,0,,3,3,1.0,2,1,3,1,0,2,1,3,11,10.7,10-20
10152,10153,P.J. Tucker,31-284,F,2/13/17,PHO,NOP,0,33,5,11,0.455,4,7,0.5710000000000001,1,4,0.25,0,0,,7,10,17,1,1,0,2,4,11,11.3,10-20
10153,10154,Seth Curry,26-126,G,12/27/16,DAL,HOU,0,22,4,10,0.4,1,4,0.25,3,6,0.5,0,0,,1,2,3,3,1,0,0,0,11,10.0,10-20
10154,10155,Kosta Koufos,27-329,C,1/18/17,SAC,IND,1,24,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,1,3,4,0,1,0,2,0,11,7.6,10-20
10155,10156,Tony Snell,25-048,G-F,12/28/16,MIL,DET,1,28,4,4,1.0,1,1,1.0,3,3,1.0,0,0,,0,6,6,1,0,0,0,0,11,12.3,10-20
10156,10157,DeMarre Carroll,30-182,F,1/25/17,TOR,MEM,1,22,5,9,0.556,4,6,0.667,1,3,0.33299999999999996,0,0,,1,5,6,2,2,0,0,2,11,11.5,10-20
10157,10158,Mindaugas Kuzminskas,27-165,F,4/2/17,NYK,BOS,0,16,4,7,0.5710000000000001,1,2,0.5,3,5,0.6,0,0,,0,1,1,1,0,0,0,0,11,8.7,10-20
10158,10159,Al-Farouq Aminu,26-195,F,4/4/17,POR,UTA,1,31,3,7,0.429,2,3,0.667,1,4,0.25,4,4,1.0,1,3,4,1,2,1,2,2,11,9.5,10-20
10159,10160,Kevon Looney,20-272,F-C,11/4/16,GSW,LAL,0,13,5,5,1.0,5,5,1.0,0,0,,1,2,0.5,2,3,5,0,0,0,1,1,11,10.0,10-20
10160,10161,Clint Capela,22-201,F-C,12/5/16,HOU,BOS,1,22,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,2,0.5,2,7,9,1,1,1,1,1,11,12.2,10-20
10161,10162,Dwight Howard,31-036,C,1/13/17,ATL,BOS,1,24,4,4,1.0,4,4,1.0,0,0,,3,3,1.0,2,6,8,0,1,1,3,2,11,10.9,10-20
10162,10163,Channing Frye,33-199,C-F,12/2/16,CLE,CHI,0,21,5,6,0.833,4,4,1.0,1,2,0.5,0,0,,0,2,2,0,1,0,0,2,11,9.6,10-20
10163,10164,Nikola Mirotic,25-318,F,12/25/16,CHI,SAS,0,32,4,10,0.4,1,4,0.25,3,6,0.5,0,0,,0,5,5,2,3,1,1,2,11,10.4,10-20
10164,10165,Michael Beasley,28-030,F,2/8/17,MIL,MIA,0,12,4,6,0.667,4,6,0.667,0,0,,3,7,0.429,0,2,2,0,0,0,2,0,11,5.4,10-20
10165,10166,Patrick Beverley,28-143,G,12/2/16,HOU,DEN,1,28,4,9,0.444,2,4,0.5,2,5,0.4,1,2,0.5,1,2,3,5,1,2,1,2,11,11.3,10-20
10166,10167,Denzel Valentine,23-122,G,3/18/17,CHI,UTA,0,28,4,12,0.33299999999999996,1,5,0.2,3,7,0.429,0,0,,1,11,12,4,1,0,0,4,11,10.4,10-20
10167,10168,Brandon Ingram,19-222,F,4/12/17,LAL,GSW,1,29,5,16,0.313,5,16,0.313,0,0,,1,2,0.5,1,4,5,5,3,0,5,2,11,4.0,10-20
10168,10169,Ty Lawson,29-116,G,2/27/17,SAC,MIN,1,35,5,13,0.385,5,11,0.455,0,2,0.0,1,1,1.0,0,1,1,9,2,0,3,2,11,8.7,10-20
10169,10170,Andre Iguodala,32-335,G-F,12/28/16,GSW,TOR,0,30,5,5,1.0,5,5,1.0,0,0,,1,2,0.5,1,2,3,2,1,0,1,0,11,11.8,10-20
10170,10171,Brandan Wright,29-173,F-C,3/27/17,MEM,SAC,0,21,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,1,2,0.5,1,1,2,0,2,0,1,2,11,8.9,10-20
10171,10172,Alex Len,23-276,C,3/19/17,PHO,DET,1,21,5,11,0.455,4,9,0.444,1,2,0.5,0,4,0.0,4,3,7,1,0,0,1,5,11,5.1,10-20
10172,10173,Trey Lyles,21-054,F,12/29/16,UTA,PHI,0,19,4,7,0.5710000000000001,1,2,0.5,3,5,0.6,0,0,,1,1,2,1,2,1,1,0,11,11.1,10-20
10173,10174,Thabo Sefolosha,32-180,G-F,10/29/16,ATL,PHI,0,19,4,4,1.0,4,4,1.0,0,0,,3,4,0.75,0,4,4,1,1,0,0,1,11,11.9,10-20
10174,10175,Tristan Thompson,25-264,F-C,12/2/16,CLE,CHI,1,27,5,5,1.0,5,5,1.0,0,0,,1,4,0.25,2,4,6,1,0,0,2,2,11,8.8,10-20
10175,10176,Wesley Matthews,30-098,G,1/20/17,DAL,UTA,1,39,4,10,0.4,3,6,0.5,1,4,0.25,2,2,1.0,1,7,8,3,2,0,2,4,11,8.9,10-20
10176,10177,Jonas Valanciunas,24-220,C,12/12/16,TOR,MIL,1,23,4,9,0.444,4,9,0.444,0,0,,3,4,0.75,4,8,12,1,0,0,1,3,11,9.6,10-20
10177,10178,Terrence Jones,25-000,F,1/9/17,NOP,NYK,0,14,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,1,2,3,0,1,2,0,0,11,11.7,10-20
10178,10179,Dirk Nowitzki,38-202,F,1/7/17,DAL,ATL,1,30,4,10,0.4,4,7,0.5710000000000001,0,3,0.0,3,3,1.0,0,3,3,2,2,1,3,2,11,6.8,10-20
10179,10180,Allen Crabbe,24-265,G-F,12/30/16,POR,SAS,1,33,5,9,0.556,4,7,0.5710000000000001,1,2,0.5,0,0,,0,1,1,1,2,0,1,1,11,8.3,10-20
10180,10181,Troy Daniels,25-169,G,12/31/16,MEM,SAC,0,12,4,8,0.5,1,3,0.33299999999999996,3,5,0.6,0,0,,0,1,1,1,0,0,0,2,11,7.2,10-20
10181,10182,Greg Monroe,26-191,C-F,12/12/16,MIL,TOR,0,16,5,5,1.0,5,5,1.0,0,0,,1,1,1.0,1,1,2,0,1,0,1,2,11,9.7,10-20
