GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1,38,9,24,5,16,4,8,8,10,2,6,8,7,1,3,1,3,30,25
1,34,13,23,9,18,4,5,0,0,0,2,2,1,0,0,1,3,30,18.2
0,32,11,17,4,8,7,9,1,1,0,4,4,7,2,1,3,3,30,27.1
1,37,11,22,8,15,3,7,5,6,2,8,10,7,2,3,4,4,30,25.8
1,34,12,20,12,17,0,3,6,9,2,10,12,6,0,4,4,4,30,25.4
1,46,13,25,13,23,0,2,4,7,3,6,9,3,0,0,0,3,30,21.3
1,37,12,26,6,17,6,9,0,0,1,1,2,2,0,0,2,4,30,15.4
1,39,13,23,13,20,0,3,4,6,5,4,9,5,3,0,0,4,30,27.9
1,32,13,18,13,18,0,0,4,4,1,9,10,4,1,2,1,1,30,29.8
1,36,9,15,6,9,3,6,9,10,0,2,2,4,1,0,1,4,30,24.5
1,41,11,24,11,24,0,0,8,8,3,5,8,2,2,4,2,3,30,24.2
1,32,11,22,8,14,3,8,5,8,1,6,7,1,0,0,4,2,30,16.2
1,38,12,25,11,21,1,4,5,7,1,3,4,2,1,0,2,3,30,17.3
1,36,11,27,7,17,4,10,4,5,0,3,3,4,1,0,1,5,30,16.8
1,33,12,20,8,12,4,8,2,3,1,4,5,0,1,0,2,4,30,19.7
1,39,11,21,7,9,4,12,4,4,2,4,6,2,1,1,2,2,30,22.6
1,37,6,18,4,7,2,11,16,19,0,6,6,12,1,1,7,3,30,22.3
1,38,8,13,2,4,6,9,8,9,1,5,6,7,1,0,2,3,30,28.6
1,34,9,16,4,4,5,12,7,8,1,5,6,15,2,0,3,1,30,33.3
1,39,13,27,11,23,2,4,2,2,3,11,14,3,3,1,2,4,30,23.9
1,36,12,25,12,24,0,1,6,10,0,5,5,4,2,0,4,5,30,16
1,38,9,16,6,8,3,8,9,9,0,5,5,4,2,3,2,3,30,27.6
1,39,8,21,4,12,4,9,10,12,1,10,11,8,1,1,9,4,30,18.1
1,33,11,18,11,16,0,2,8,9,0,2,2,0,1,0,2,5,30,19
1,35,8,16,8,16,0,0,14,18,1,6,7,4,0,1,4,6,30,20
1,37,10,23,6,13,4,10,6,8,1,10,11,7,2,0,2,3,30,24.5
1,40,9,16,6,12,3,4,9,9,0,5,5,9,6,0,3,2,30,32.4
1,28,12,22,10,16,2,6,4,5,2,5,7,1,0,2,1,1,30,22.6
1,46,13,18,12,16,1,2,3,4,1,8,9,1,3,0,4,5,30,23
1,32,7,11,6,10,1,1,15,15,1,2,3,3,0,0,2,0,30,26.5
1,34,8,19,8,13,0,6,14,14,0,3,3,6,0,0,3,3,30,20.8
1,36,9,28,7,18,2,10,10,11,0,7,7,6,3,0,5,3,30,16.7
1,35,11,21,10,16,1,5,7,7,0,3,3,5,5,0,1,5,30,26.1
1,40,8,19,7,15,1,4,13,14,2,9,11,2,3,1,3,2,30,24.9
1,34,11,14,7,10,4,4,4,5,1,1,2,1,1,1,0,4,30,26
1,39,9,19,9,16,0,3,12,12,0,17,17,6,2,2,2,2,30,30.2
1,41,13,21,10,16,3,5,1,2,1,1,2,3,2,2,3,3,30,22.4
1,37,10,19,6,11,4,8,6,7,1,8,9,11,3,0,8,4,30,24.5
1,38,10,14,8,8,2,6,8,8,2,2,4,5,2,0,3,0,30,28.7
1,34,11,23,6,14,5,9,3,4,2,2,4,7,1,0,2,2,30,23
1,37,11,22,10,17,1,5,7,8,2,0,2,2,3,0,6,5,30,16.4
1,36,13,19,12,17,1,2,3,5,3,8,11,5,3,1,2,2,30,30
1,36,11,22,11,21,0,1,8,8,4,10,14,2,2,1,1,1,30,27.5
1,35,10,16,8,12,2,4,8,11,2,5,7,2,1,0,5,5,30,19.9
1,35,12,19,10,16,2,3,4,4,0,5,5,6,5,0,2,3,30,29
1,30,12,18,10,13,2,5,4,5,2,5,7,5,2,0,2,3,30,27
1,31,12,19,9,15,3,4,3,7,3,3,6,2,1,1,1,3,30,23.8
1,34,10,20,8,16,2,4,8,9,2,5,7,5,3,2,5,4,30,23.8
1,34,12,18,11,16,1,2,5,5,4,12,16,5,1,0,4,2,30,28.3
1,33,7,18,4,13,3,5,13,16,2,2,4,6,0,0,5,2,30,19.4
1,38,10,20,10,18,0,2,10,10,2,5,7,4,0,0,1,0,30,24.7
1,27,9,18,5,9,4,9,8,8,0,3,3,5,0,0,6,3,30,18.2
1,37,9,20,2,9,7,11,5,7,0,2,2,10,1,2,0,2,30,28
1,42,11,24,9,20,2,4,6,6,0,12,12,1,1,0,2,2,30,20.1
1,37,12,19,12,19,0,0,6,9,5,7,12,2,2,3,3,2,30,27.6
1,36,10,22,7,14,3,8,7,8,5,9,14,9,1,1,2,6,30,28
1,41,7,13,4,5,3,8,12,12,0,6,6,15,2,0,12,4,29,23.4
1,39,10,23,7,14,3,9,6,6,0,3,3,4,1,0,6,0,29,15.6
1,33,10,19,9,15,1,4,8,8,0,2,2,1,1,0,3,3,29,17.8
0,31,11,13,5,6,6,7,1,2,1,4,5,1,0,0,1,2,29,24.7
1,38,13,19,12,18,1,1,2,5,8,9,17,2,0,3,2,3,29,28.3
1,38,10,18,9,14,1,4,8,10,0,7,7,3,2,0,2,2,29,23
1,42,7,18,6,15,1,3,14,16,1,7,8,3,1,1,3,4,29,20.4
1,36,10,20,9,15,1,5,8,10,0,5,5,7,3,0,3,4,29,23
1,36,12,26,9,14,3,12,2,3,1,3,4,6,4,0,4,2,29,20.2
1,34,12,24,8,17,4,7,1,1,1,8,9,6,0,0,2,0,29,22.3
1,33,10,19,4,9,6,10,3,3,1,4,5,8,1,2,1,1,29,28.2
1,40,10,25,7,16,3,9,6,7,2,7,9,6,2,2,4,2,29,21.4
1,36,10,15,7,8,3,7,6,7,0,1,1,1,0,0,3,0,29,20.1
1,40,9,20,7,15,2,5,9,9,2,2,4,7,0,1,1,2,29,24.4
1,37,8,14,8,12,0,2,13,13,6,8,14,1,1,2,1,3,29,29.9
1,38,9,17,9,15,0,2,11,11,2,7,9,5,1,0,3,5,29,23.7
1,35,10,19,5,13,5,6,4,4,1,4,5,7,1,0,2,1,29,25.1
1,45,9,17,4,7,5,10,6,7,2,3,5,0,0,0,2,4,29,19
1,39,12,15,12,15,0,0,5,12,6,10,16,2,0,2,1,4,29,27.9
1,39,10,19,7,13,3,6,6,8,1,2,3,8,0,0,0,2,29,25
1,36,11,23,7,14,4,9,3,4,0,2,2,6,0,0,2,3,29,18.5
1,36,9,16,6,8,3,8,8,9,2,0,2,3,2,1,0,4,29,25.6
0,24,10,18,6,7,4,11,5,5,0,1,1,5,2,1,1,0,29,25.9
1,37,7,15,7,14,0,1,15,16,2,5,7,6,2,1,2,4,29,27.1
1,31,12,20,9,13,3,7,2,2,1,4,5,5,2,5,5,1,29,25.3
1,37,11,20,9,13,2,7,5,5,0,1,1,4,3,0,4,3,29,20.3
0,28,10,17,3,5,7,12,2,2,0,1,1,1,1,1,2,1,29,21.4
1,36,10,17,5,10,5,7,4,4,0,1,1,3,0,0,1,3,29,21.3
1,36,9,22,5,13,4,9,7,7,0,7,7,3,1,2,1,3,29,21.6
1,39,10,18,8,14,2,4,7,9,1,3,4,6,0,0,2,2,29,22.6
1,37,11,22,11,21,0,1,7,10,0,17,17,11,0,0,7,0,29,22.6
1,34,7,9,3,3,4,6,11,12,1,5,6,10,3,2,6,3,29,31.5
1,37,10,20,9,15,1,5,8,11,0,1,1,0,1,1,3,2,29,16
1,42,10,24,7,18,3,6,6,9,0,2,2,3,0,2,4,1,29,14.7
1,34,11,17,10,13,1,4,6,7,1,2,3,4,0,0,1,3,29,23
1,37,12,19,11,16,1,3,4,4,2,5,7,6,1,0,3,3,29,24.4
1,36,11,24,9,19,2,5,5,7,1,9,10,3,0,0,4,6,29,14.9
1,32,9,18,8,13,1,5,10,10,4,7,11,4,1,1,1,2,29,27.6
1,40,9,19,8,14,1,5,10,12,2,14,16,6,0,1,1,3,29,26.8
1,33,11,19,8,13,3,6,4,6,1,5,6,9,1,2,2,4,29,26.6
1,39,11,27,10,20,1,7,6,7,0,1,1,4,0,1,0,3,29,16.7
1,34,9,19,5,9,4,10,7,9,0,1,1,8,0,0,1,2,29,22.6
1,33,8,21,8,19,0,2,13,16,3,6,9,1,2,2,3,2,29,20.5
1,43,9,18,7,14,2,4,9,10,4,10,14,3,2,1,6,2,29,23.4
1,40,11,21,7,11,4,10,3,3,2,2,4,8,1,1,0,1,29,27.6
1,37,10,20,7,14,3,6,6,7,1,5,6,5,4,0,4,0,29,24.3
1,32,11,18,7,10,4,8,3,3,0,3,3,2,1,0,0,3,29,22.9
0,32,10,18,10,17,0,1,9,11,7,5,12,2,1,1,4,5,29,23.1
1,35,12,17,12,16,0,1,5,6,0,6,6,11,1,0,4,4,29,26.4
1,39,9,24,7,17,2,7,9,9,2,5,7,2,1,1,2,2,29,19
1,37,9,14,8,11,1,3,10,10,0,4,4,12,0,0,6,1,29,26
1,34,12,22,12,17,0,5,5,5,0,0,0,7,2,0,3,2,29,21.5
1,32,9,20,7,11,2,9,9,10,0,2,2,3,1,0,1,3,29,19.7
1,37,9,15,5,9,4,6,7,7,1,0,1,7,1,0,6,1,29,22.3
1,37,8,23,3,10,5,13,8,8,2,4,6,5,3,0,5,3,29,19
0,35,14,22,14,22,0,0,1,1,3,7,10,0,0,1,3,3,29,19.9
1,36,10,14,8,12,2,2,7,8,1,3,4,3,1,0,4,4,29,21.9
1,37,8,21,4,12,4,9,9,9,2,2,4,1,1,0,1,1,29,19.8
1,45,11,16,9,11,2,5,5,7,0,6,6,7,2,0,7,5,29,21.1
1,34,8,18,4,9,4,9,9,9,0,3,3,7,0,0,3,3,29,21.2
1,37,11,19,8,12,3,7,4,4,1,5,6,2,0,0,1,1,29,22.3
1,30,10,25,5,16,5,9,4,5,2,4,6,4,1,4,3,4,29,19.7
1,35,9,17,6,11,3,6,8,8,3,10,13,3,2,0,2,0,29,27.9
1,34,12,23,9,16,3,7,2,2,2,1,3,7,1,0,4,4,29,19.7
1,39,10,23,10,22,0,1,9,10,1,4,5,6,3,1,0,2,29,25.5
1,34,8,24,6,14,2,10,11,13,0,6,6,5,2,1,1,4,29,20
1,36,10,17,4,6,6,11,3,3,0,4,4,2,2,0,4,3,29,20.5
1,37,11,23,8,13,3,10,4,4,1,2,3,11,3,0,4,1,29,24.9
1,35,12,22,10,16,2,6,3,3,0,3,3,10,1,0,2,3,29,24.1
1,34,7,15,1,3,6,12,9,11,2,9,11,13,0,0,4,2,29,28.9
1,39,11,18,7,12,4,6,3,5,0,5,5,5,1,2,2,1,29,25
1,38,10,21,8,17,2,4,7,7,4,3,7,2,1,0,0,4,29,22.8
1,35,9,20,5,12,4,8,7,7,1,3,4,11,1,0,2,5,29,24.9
1,30,11,18,9,13,2,5,5,5,0,3,3,1,2,0,2,2,29,21.6
1,34,10,20,4,8,6,12,3,4,0,3,3,4,4,0,4,1,29,21.9
1,28,9,17,6,12,3,5,8,8,2,1,3,4,1,0,2,1,29,23.8
0,28,10,15,8,11,2,4,7,7,0,4,4,3,4,1,2,3,29,27.3
1,29,12,20,7,11,5,9,0,0,0,4,4,5,0,1,3,1,29,21.8
1,37,8,13,4,6,4,7,9,10,0,3,3,8,2,0,2,4,29,27.6
1,35,9,25,6,20,3,5,8,9,1,13,14,9,1,0,4,5,29,20.6
0,29,5,9,2,3,3,6,16,16,2,7,9,0,0,0,0,0,29,28.2
1,33,13,24,10,15,3,9,0,2,2,5,7,1,0,0,1,3,29,18
1,35,11,20,9,12,2,8,5,5,0,2,2,1,4,0,2,5,29,20.7
1,38,11,25,8,20,3,5,4,4,1,3,4,0,0,0,0,1,29,17.1
1,30,12,22,8,15,4,7,1,1,1,1,2,4,2,0,0,1,29,23.8
1,38,10,21,8,16,2,5,7,7,0,9,9,5,1,2,4,2,29,22.1
1,39,12,22,12,16,0,6,5,8,4,10,14,10,1,0,3,1,29,27.6
1,36,12,20,12,19,0,1,5,6,1,3,4,3,0,2,1,3,29,22.3
1,39,11,20,8,13,3,7,4,5,3,5,8,4,0,2,1,4,29,24.2
1,36,12,21,12,19,0,2,5,6,8,6,14,8,1,2,3,2,29,30.3
1,31,12,16,9,12,3,4,2,2,0,4,4,3,1,0,2,0,29,24.9
1,35,10,20,7,13,3,7,6,9,0,7,7,5,2,1,5,4,29,19.5
1,41,13,22,10,14,3,8,0,1,1,2,3,9,2,0,2,2,29,25.2
1,35,14,21,13,16,1,5,0,0,4,10,14,2,0,0,1,3,29,24.9
1,35,10,18,5,10,5,8,4,4,0,4,4,15,1,0,1,3,29,30.9
1,35,9,16,5,9,4,7,7,9,0,2,2,5,0,0,3,2,29,20.9
1,40,12,22,7,13,5,9,0,0,1,4,5,6,2,0,2,5,29,22.5
1,33,9,16,9,14,0,2,11,14,5,2,7,4,1,0,3,6,29,22.7
1,36,10,16,6,8,4,8,5,6,0,2,2,3,3,0,4,2,29,22.3
1,34,10,14,10,14,0,0,9,10,1,7,8,5,1,1,1,1,29,29.4
0,30,10,14,10,14,0,0,9,11,2,0,2,3,1,1,0,4,29,26
1,35,8,14,4,10,4,4,9,12,0,2,2,11,3,0,0,2,29,31.7
1,41,8,21,8,18,0,3,13,14,2,6,8,14,0,2,6,2,29,24.7
1,38,9,17,4,7,5,10,6,6,0,3,3,2,0,0,3,1,29,19.6
1,34,9,20,4,10,5,10,6,6,0,5,5,3,3,0,1,2,29,23.4
1,40,11,17,7,13,4,4,3,4,1,3,4,7,2,0,5,1,29,24.2
1,31,8,18,4,11,4,7,9,9,1,3,4,2,0,0,4,1,29,18.2
1,34,12,22,11,17,1,5,4,6,7,8,15,1,0,3,2,3,29,24.5
0,26,10,12,2,3,8,9,1,1,0,5,5,0,0,0,1,2,29,24.3
1,30,8,11,7,9,1,2,12,12,2,5,7,1,1,1,1,2,29,28
1,46,8,23,6,12,2,11,11,14,1,14,15,13,2,1,7,4,29,23
1,35,10,17,9,13,1,4,8,9,1,4,5,10,1,0,1,2,29,28.8
1,37,11,21,10,18,1,3,6,8,0,5,5,13,3,0,2,2,29,28.7
1,37,11,17,11,15,0,2,7,7,2,15,17,1,2,3,2,4,29,28.6
0,44,10,20,3,9,7,11,2,2,0,0,0,3,0,0,1,2,29,19.3
1,40,9,14,9,14,0,0,11,14,2,14,16,8,1,5,4,4,29,31.7
1,35,12,24,7,15,5,9,0,0,0,2,2,5,0,1,0,2,29,21
1,30,9,17,2,5,7,12,4,5,0,2,2,0,1,1,1,2,29,20.8
1,36,10,19,7,11,3,8,6,6,0,7,7,4,1,1,4,3,29,21.1
1,27,11,16,6,9,5,7,2,4,0,8,8,5,1,1,3,1,29,25.6
1,35,11,27,9,21,2,6,5,5,1,11,12,11,4,0,7,4,29,21.6
1,37,11,17,10,14,1,3,6,7,2,2,4,2,3,0,3,0,29,24.5
1,36,11,19,6,8,5,11,2,2,0,4,4,2,1,1,2,0,29,22.4
1,39,12,20,9,12,3,8,2,2,2,0,2,6,0,0,1,3,29,23.2
1,40,12,18,7,11,5,7,0,0,1,9,10,5,2,0,3,4,29,25.5
1,33,11,18,10,17,1,1,5,6,1,3,4,1,1,1,1,2,28,21.6
1,41,9,21,6,15,3,6,7,9,3,5,8,7,2,1,2,5,28,23.3
1,39,11,17,7,9,4,8,2,4,1,2,3,3,0,0,2,3,28,19.9
1,35,10,16,6,9,4,7,4,5,0,10,10,4,0,1,3,3,28,22.7
1,38,8,18,2,7,6,11,6,6,2,12,14,0,0,0,2,2,28,20.8
1,32,10,16,7,10,3,6,5,5,1,1,2,6,0,0,4,3,28,20.8
1,40,10,21,6,9,4,12,4,4,1,5,6,9,0,1,4,1,28,22.1
1,35,12,20,12,14,0,6,4,6,1,8,9,3,0,0,1,5,28,20.2
1,36,9,20,5,11,4,9,6,7,3,5,8,10,4,0,7,1,28,24.4
1,30,9,16,3,8,6,8,4,5,1,3,4,4,1,0,1,1,28,24
1,38,10,17,8,14,2,3,6,8,2,3,5,5,3,0,2,2,28,25.3
1,31,9,16,5,7,4,9,6,6,0,8,8,2,0,2,6,3,28,18.4
1,35,10,22,6,13,4,9,4,4,2,4,6,7,1,0,1,1,28,23.7
1,52,13,20,13,20,0,0,2,3,2,12,14,0,4,2,1,4,28,26.6
1,31,11,20,8,14,3,6,3,4,2,5,7,6,0,1,2,0,28,23.8
1,41,11,16,7,9,4,7,2,3,2,7,9,1,1,0,5,5,28,19
1,38,9,18,9,18,0,0,10,13,7,13,20,8,2,6,3,5,28,33.4
1,37,9,17,6,8,3,9,7,7,0,5,5,8,2,0,2,3,28,25.6
1,39,11,30,11,25,0,5,6,9,2,9,11,9,3,1,2,3,28,21.1
1,42,9,15,4,5,5,10,5,6,1,4,5,3,0,0,0,1,28,24.3
0,28,8,15,3,5,5,10,7,8,1,2,3,1,1,1,1,4,28,21.4
1,44,10,16,8,12,2,4,6,7,0,4,4,7,1,1,4,3,28,23
1,40,9,18,7,13,2,5,8,9,1,9,10,3,0,0,3,3,28,19.9
1,29,13,19,13,17,0,2,2,3,1,4,5,3,1,0,0,2,28,23.7
1,30,10,21,5,11,5,10,3,4,1,3,4,3,1,0,4,3,28,16.4
1,30,9,17,5,11,4,6,6,6,0,3,3,6,0,0,2,1,28,22.4
1,38,6,17,4,8,2,9,14,19,2,6,8,11,0,1,6,2,28,21.3
1,35,11,14,5,5,6,9,0,0,1,7,8,1,0,0,1,2,28,24.3
1,35,11,16,11,14,0,2,6,6,4,7,11,3,0,0,5,1,28,22.8
1,36,7,18,6,13,1,5,13,15,1,2,3,4,0,0,2,2,28,18.7
1,34,8,19,7,15,1,4,11,12,0,2,2,2,0,0,4,2,28,14.7
1,34,13,16,12,14,1,2,1,1,1,2,3,3,0,0,2,0,28,23.4
1,38,9,14,3,3,6,11,4,4,1,9,10,1,0,1,2,2,28,23.8
1,40,8,20,6,13,2,7,10,11,2,4,6,7,0,0,3,4,28,19.7
1,36,10,20,6,13,4,7,4,5,0,6,6,8,2,0,4,2,28,22.2
1,37,10,16,6,9,4,7,4,5,1,1,2,1,0,1,1,1,28,21.4
1,35,11,20,9,13,2,7,4,4,2,5,7,6,0,1,2,5,28,22.2
1,35,8,19,5,13,3,6,9,10,1,7,8,6,2,1,2,5,28,23.2
1,32,7,13,6,9,1,4,13,14,1,4,5,5,2,1,1,1,28,28
1,41,11,18,10,16,1,2,5,7,3,10,13,7,0,0,7,3,28,20.8
1,39,12,15,8,9,4,6,0,0,1,4,5,2,3,1,1,1,28,27.9
1,39,10,16,7,10,3,6,5,6,1,1,2,4,3,0,3,2,28,23.4
1,33,11,21,8,13,3,8,3,5,2,5,7,5,0,2,0,0,28,24.7
1,36,10,14,9,13,1,1,7,8,0,8,8,3,2,5,6,2,28,25
1,36,10,22,10,20,0,2,8,8,1,6,7,0,0,0,0,3,28,17.9
1,29,10,23,8,16,2,7,6,8,1,4,5,8,2,1,3,1,28,21.9
1,32,13,22,11,15,2,7,0,0,1,6,7,3,1,0,5,3,28,17.2
1,36,9,17,6,8,3,9,7,8,0,4,4,2,0,0,2,2,28,19.1
1,36,11,23,5,11,6,12,0,0,0,2,2,6,1,1,4,2,28,18
1,35,11,24,11,22,0,2,6,7,0,3,3,3,1,2,3,2,28,16.8
1,32,12,18,10,12,2,6,2,2,1,1,2,4,1,0,3,1,28,21.6
1,36,10,25,7,19,3,6,5,8,3,6,9,4,2,0,4,3,28,16.8
1,31,9,18,3,6,6,12,4,6,1,3,4,5,1,0,0,2,28,23.5
1,30,11,15,9,11,2,4,4,5,1,5,6,5,1,1,1,3,28,26.7
1,38,10,17,7,13,3,4,5,5,3,7,10,5,0,6,3,1,28,28.6
1,39,8,20,4,12,4,8,8,8,2,8,10,0,0,0,2,0,28,19
1,45,7,16,7,15,0,1,14,21,2,12,14,9,1,2,4,3,28,25.3
1,39,6,16,3,8,3,8,13,14,1,1,2,3,0,1,5,1,28,17.2
0,26,12,13,12,13,0,0,4,6,3,2,5,0,0,1,1,2,28,24.5
1,39,11,19,9,14,2,5,4,4,0,8,8,7,3,1,3,3,28,25.9
1,35,11,18,10,12,1,6,5,7,0,5,5,10,4,0,1,3,28,29.3
1,36,11,25,9,21,2,4,4,5,2,4,6,7,0,0,1,3,28,19.8
1,41,12,16,12,16,0,0,4,6,3,13,16,1,0,5,1,1,28,29.6
1,31,10,17,7,12,3,5,5,5,0,4,4,6,0,2,3,3,28,22.7
1,29,11,19,11,19,0,0,6,6,6,4,10,1,0,0,0,2,28,24.4
1,45,8,23,5,16,3,7,9,9,0,5,5,5,0,0,2,1,28,17.7
1,33,11,20,11,17,0,3,6,8,1,3,4,4,2,2,2,5,28,21.4
1,37,11,18,10,16,1,2,5,6,3,2,5,5,2,0,2,1,28,25.2
1,39,11,21,9,12,2,9,4,4,0,2,2,4,1,0,1,0,28,21.1
1,30,11,17,11,16,0,1,6,8,2,2,4,5,3,0,1,2,28,26.4
1,38,10,22,5,13,5,9,3,3,1,1,2,1,0,0,1,1,28,16.9
1,36,8,16,6,13,2,3,10,13,0,5,5,4,3,0,1,1,28,24.7
1,29,10,18,4,9,6,9,2,2,0,5,5,3,0,0,3,2,28,19.2
1,38,10,16,5,9,5,7,3,4,1,6,7,3,1,0,4,3,28,20.8
1,31,12,14,12,14,0,0,4,9,5,10,15,0,0,2,1,4,28,26.3
1,36,10,19,6,14,4,5,4,6,0,5,5,6,0,0,1,2,28,21.8
1,40,11,20,8,12,3,8,3,4,0,4,4,1,1,1,3,3,28,17.4
1,38,9,22,5,9,4,13,6,6,1,2,3,5,3,1,5,6,28,17.3
1,32,10,19,8,13,2,6,6,6,0,2,2,1,1,1,2,4,28,18.1
1,40,11,23,7,15,4,8,2,2,3,2,5,9,4,0,1,3,28,27.1
1,40,9,26,6,17,3,9,7,8,0,2,2,0,3,0,3,6,28,11.2
1,36,6,17,4,9,2,8,14,14,1,4,5,0,0,0,3,3,28,16.2
1,35,9,18,9,17,0,1,10,11,0,1,1,4,1,0,2,4,28,19.1
1,41,11,26,7,16,4,10,2,2,5,3,8,10,0,0,3,4,28,21
1,36,9,17,6,11,3,6,7,7,0,6,6,5,0,0,5,2,28,19.2
1,44,9,17,7,11,2,6,8,9,1,7,8,8,1,0,4,2,28,23.9
0,35,11,22,9,19,2,3,4,4,3,8,11,5,1,1,2,3,28,23.5
1,38,11,20,9,16,2,4,4,5,0,4,4,2,0,1,3,4,28,16.7
1,37,11,21,9,17,2,4,4,4,2,2,4,5,1,0,7,2,28,16.4
1,39,8,18,8,18,0,0,12,15,1,7,8,7,4,0,3,2,28,25.3
1,37,12,30,11,22,1,8,3,4,1,7,8,6,2,0,3,5,28,15.4
1,32,9,21,7,10,2,11,8,9,0,1,1,9,0,0,0,4,28,21.5
1,34,9,17,4,9,5,8,5,5,0,1,1,3,0,0,1,5,28,19.1
1,34,8,15,6,9,2,6,10,11,0,5,5,6,1,1,3,3,28,23.5
1,37,10,20,7,13,3,7,5,6,2,7,9,1,1,2,1,5,28,21.2
1,36,11,14,8,9,3,5,3,4,0,0,0,4,0,0,3,2,28,21.2
1,34,11,18,7,13,4,5,2,2,0,1,1,4,2,1,6,3,28,18.4
1,39,11,24,11,22,0,2,6,7,1,5,6,8,0,0,2,1,28,20.6
1,33,10,17,6,9,4,8,4,5,1,3,4,0,2,0,1,2,28,21.5
1,36,9,15,7,11,2,4,8,9,0,7,7,6,1,4,1,1,28,29.4
1,37,10,21,7,15,3,6,5,5,1,7,8,0,1,2,2,2,28,19.7
1,36,12,17,9,13,3,4,1,1,1,20,21,3,1,0,0,2,28,29.9
1,37,8,14,8,13,0,1,12,14,5,11,16,4,0,2,6,4,28,24
1,35,10,19,5,11,5,8,3,4,0,5,5,5,1,0,3,1,28,20.9
1,39,9,16,6,12,3,4,7,10,1,7,8,6,4,2,3,1,28,28.2
1,35,9,20,7,15,2,5,8,8,0,6,6,9,0,0,4,2,28,20.9
1,30,9,13,3,5,6,8,4,4,0,4,4,4,1,1,3,3,28,24
1,30,11,22,11,21,0,1,6,8,2,2,4,2,0,0,0,1,28,19.2
1,35,11,16,9,12,2,4,4,4,0,3,3,6,0,0,0,2,28,25.5
1,34,9,16,8,12,1,4,9,13,1,3,4,4,0,1,1,3,28,21.7
1,35,10,21,6,12,4,9,4,7,3,6,9,2,4,1,3,2,28,22.3
1,38,10,22,8,13,2,9,6,8,2,6,8,2,3,2,0,2,28,24
1,46,11,25,8,19,3,6,3,4,1,10,11,10,3,2,3,2,28,25.8
1,43,8,20,5,9,3,11,9,11,0,9,9,13,1,2,7,5,28,21.6
1,39,10,17,9,14,1,3,7,11,3,6,9,9,2,1,1,4,28,28.8
1,31,11,18,8,10,3,8,3,4,5,10,15,3,1,1,3,1,28,26.3
1,36,9,19,2,3,7,16,3,4,3,3,6,0,3,1,2,2,28,21.8
1,40,11,17,9,13,2,4,4,6,3,5,8,4,1,0,7,3,28,18.9
1,28,9,18,5,13,4,5,6,8,2,4,6,8,3,0,2,3,28,26.2
0,34,11,18,10,17,1,1,5,6,1,4,5,4,2,3,4,2,28,23.4
1,41,12,19,12,19,0,0,4,7,7,15,22,3,2,2,1,2,28,31.4
1,36,9,20,4,11,5,9,5,6,3,5,8,3,1,2,3,2,28,21.5
1,36,11,13,11,13,0,0,6,7,1,7,8,6,1,2,4,3,28,27.1
1,36,9,18,6,12,3,6,7,7,1,6,7,7,0,0,2,3,28,23.2
1,40,9,21,7,15,2,6,8,11,0,2,2,3,1,3,1,0,28,20.5
1,37,9,19,8,15,1,4,9,9,0,10,10,1,1,1,2,2,28,20.9
1,38,10,15,8,10,2,5,6,10,0,9,9,15,1,0,5,2,28,28.3
1,37,11,25,8,21,3,4,3,3,3,4,7,7,1,1,4,2,28,20
1,35,11,18,10,15,1,3,5,5,4,11,15,3,0,2,4,4,28,23.8
1,33,9,19,6,13,3,6,7,7,1,8,9,4,1,0,2,3,28,22
1,35,12,24,11,21,1,3,3,5,1,1,2,3,2,1,6,3,28,13.8
1,37,9,21,7,14,2,7,8,8,0,1,1,7,0,1,3,3,28,18.6
1,34,10,26,8,19,2,7,6,8,3,6,9,3,1,4,2,4,28,19.2
1,39,8,23,5,14,3,9,9,12,1,6,7,8,1,0,8,4,28,13.4
1,31,10,16,5,11,5,5,3,4,3,4,7,5,1,1,2,1,28,26.5
1,37,11,25,9,19,2,6,4,4,1,1,2,1,1,3,1,1,28,18.3
1,28,9,18,4,9,5,9,5,6,2,9,11,2,2,1,1,2,28,25
1,37,9,19,5,9,4,10,6,6,0,3,3,7,2,0,1,4,28,23.5
1,37,12,18,11,16,1,2,3,4,3,10,13,0,0,2,4,0,28,22.3
1,41,13,26,13,26,0,0,2,4,1,4,5,3,1,0,3,1,28,15.8
1,39,10,22,6,12,4,10,4,5,0,9,9,3,1,0,3,3,28,17.8
1,33,10,18,7,11,3,7,5,5,1,7,8,1,0,2,2,4,28,20.7
1,28,9,19,6,12,3,7,7,9,2,2,4,5,0,0,1,5,28,20
1,34,10,20,4,11,6,9,2,2,1,3,4,4,3,0,0,3,28,24.2
1,36,9,25,9,19,0,6,10,12,3,9,12,6,3,1,3,2,28,22.2
0,30,11,17,11,17,0,0,6,7,6,3,9,2,1,0,4,2,28,22.8
0,34,12,20,12,19,0,1,4,4,3,6,9,1,1,0,1,1,28,23
1,41,12,24,12,23,0,1,4,5,0,2,2,1,2,0,2,5,28,14.9
1,41,13,20,11,16,2,4,0,0,1,7,8,0,0,1,2,2,28,19.9
1,38,10,23,8,15,2,8,6,9,1,16,17,12,1,0,10,1,28,19.2
1,45,12,24,10,17,2,7,2,4,3,2,5,4,2,0,2,2,28,19.9
1,37,10,12,6,7,4,5,4,5,0,9,9,2,1,1,1,1,28,27.6
