GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1,33,6,16,2,5,4,11,10,10,0,4,4,7,0,0,3,2,26,19.5
1,38,10,21,10,20,0,1,6,7,1,6,7,2,0,1,2,1,26,17.1
1,30,9,14,5,10,4,4,4,4,1,0,1,6,0,0,2,1,26,22.3
1,40,9,18,8,15,1,3,7,9,1,2,3,4,1,2,3,4,26,18.1
1,35,9,18,8,14,1,4,7,8,1,5,6,5,0,0,4,0,26,18.3
1,34,10,17,4,10,6,7,0,0,1,4,5,3,2,1,2,1,26,22.4
1,38,7,18,7,15,0,3,12,13,2,2,4,8,5,0,5,4,26,21.8
1,38,9,17,6,10,3,7,5,5,0,2,2,1,2,1,0,3,26,20.5
1,37,9,20,8,16,1,4,7,8,3,3,6,5,2,0,3,3,26,19.5
1,37,10,17,10,15,0,2,6,8,0,3,3,5,1,0,4,3,26,17.5
0,24,9,13,1,1,8,12,0,0,0,4,4,2,0,0,2,1,26,20.7
1,40,10,20,8,14,2,6,4,4,4,8,12,1,1,0,1,2,26,21.1
1,35,11,16,10,15,1,1,3,6,2,6,8,4,0,2,4,6,26,19
1,32,8,16,5,9,3,7,7,7,1,1,2,2,1,1,2,3,26,18.9
1,46,10,17,6,11,4,6,2,2,1,3,4,5,3,0,3,3,26,22
1,48,9,14,5,7,4,7,4,5,2,2,4,2,4,0,3,1,26,23.4
1,30,11,14,11,14,0,0,4,5,2,6,8,1,0,1,0,5,26,22.8
1,39,11,20,9,14,2,6,2,2,1,9,10,2,1,0,3,2,26,18.4
1,27,6,13,4,8,2,5,12,14,0,9,9,2,1,2,4,5,26,19
1,35,11,19,7,10,4,9,0,0,3,5,8,9,1,0,2,4,26,24.4
1,32,7,17,4,9,3,8,9,11,1,11,12,14,3,0,4,3,26,27.7
1,39,8,15,5,11,3,4,7,9,3,10,13,2,1,7,1,3,26,28.1
1,33,5,15,1,7,4,8,12,13,2,6,8,0,0,0,1,0,26,19.3
1,39,11,19,7,12,4,7,0,0,2,2,4,11,1,0,2,0,26,25.8
1,44,11,22,8,17,3,5,1,2,0,5,5,4,0,0,1,4,26,16.3
1,29,11,18,10,15,1,3,3,5,1,4,5,2,3,1,1,2,26,22.2
0,32,9,11,5,6,4,5,4,4,2,6,8,3,0,0,0,4,26,25.6
1,34,11,18,10,17,1,1,3,4,2,8,10,6,0,2,0,1,26,26.4
1,34,9,19,5,8,4,11,4,4,3,5,8,9,2,0,0,2,26,27.4
1,37,8,13,8,12,0,1,10,10,2,3,5,1,2,2,3,4,26,21.9
1,42,8,20,8,17,0,3,10,12,3,5,8,6,3,2,1,1,26,25.2
1,37,9,17,8,12,1,5,7,7,1,2,3,6,2,1,4,1,26,21.5
1,36,8,16,3,6,5,10,5,8,0,4,4,3,1,0,1,2,26,19.3
1,24,9,14,5,7,4,7,4,4,0,2,2,2,0,0,1,4,26,19.2
1,38,9,23,7,16,2,7,6,6,1,2,3,8,1,1,3,2,26,18.3
1,37,9,22,8,17,1,5,7,8,0,1,1,3,1,0,2,2,26,14.4
1,39,9,21,9,17,0,4,8,10,2,5,7,6,2,1,4,1,26,19.5
1,32,11,19,9,14,2,5,2,4,0,5,5,1,1,2,2,3,26,17.7
1,37,7,15,6,11,1,4,11,11,2,3,5,2,1,0,2,0,26,21
1,35,10,27,9,19,1,8,5,5,3,3,6,7,1,0,6,4,26,12.4
1,35,9,20,7,14,2,6,6,7,1,2,3,5,0,0,2,1,26,17.6
0,27,7,14,2,5,5,9,7,8,0,3,3,4,0,0,1,2,26,20.5
1,26,8,12,2,4,6,8,4,4,1,1,2,2,0,1,3,3,26,19.7
1,20,9,14,6,9,3,5,5,6,0,7,7,2,0,2,3,4,26,19.7
1,33,9,19,8,11,1,8,7,8,0,4,4,6,0,1,4,1,26,17.6
0,28,8,15,5,10,3,5,7,8,3,5,8,1,3,0,0,1,26,25.2
1,37,10,23,10,22,0,1,6,6,5,8,13,2,2,0,0,2,26,22.4
1,36,8,15,7,12,1,3,9,10,2,6,8,3,0,0,1,4,26,21
0,35,11,17,11,15,0,2,4,4,1,7,8,2,1,3,3,1,26,22.4
1,37,8,18,6,11,2,7,8,8,0,8,8,10,1,0,0,3,26,25.8
1,41,8,21,8,19,0,2,10,12,1,10,11,2,0,2,3,1,26,16.8
1,37,10,21,6,16,4,5,2,3,2,4,6,6,1,0,2,2,26,19.9
1,37,7,16,6,12,1,4,11,14,3,14,17,6,1,0,3,4,26,23.3
1,32,10,20,8,16,2,4,4,4,2,3,5,4,0,0,3,2,26,17.3
1,35,10,20,9,19,1,1,5,6,8,6,14,3,1,0,2,1,26,23.7
1,34,11,21,9,15,2,6,2,3,1,6,7,2,2,1,0,2,26,21.1
1,35,8,14,5,6,3,8,7,7,0,3,3,12,2,0,4,1,26,26.3
1,38,9,20,6,14,3,6,5,6,0,4,4,9,2,3,3,1,26,23.4
1,40,10,17,6,9,4,8,2,2,0,5,5,3,0,0,1,2,26,19.9
1,31,8,16,3,6,5,10,5,7,0,5,5,4,0,0,0,5,26,19.5
1,31,8,15,6,11,2,4,7,9,4,2,6,5,0,2,1,3,25,23
1,35,7,19,5,9,2,10,9,11,1,3,4,4,1,0,3,3,25,14.9
1,38,8,17,5,11,3,6,6,7,2,4,6,6,0,0,4,3,25,17.5
0,31,10,16,7,8,3,8,2,2,0,2,2,1,1,0,0,2,25,19.3
1,38,9,16,5,8,4,8,3,4,0,2,2,1,0,0,3,1,25,14.9
1,37,7,13,3,6,4,7,7,8,1,5,6,8,0,1,2,2,25,24
1,32,11,18,10,16,1,2,2,3,2,7,9,1,1,3,0,2,25,22.9
1,28,8,15,6,8,2,7,7,7,0,1,1,9,3,0,2,1,25,24.9
1,38,7,14,4,9,3,5,8,8,4,6,10,5,3,1,2,1,25,27.4
1,28,10,13,6,8,4,5,1,1,0,1,1,1,0,1,2,0,25,19.6
1,36,9,19,9,17,0,2,7,8,2,4,6,10,6,0,8,2,25,21.7
1,28,8,15,7,13,1,2,8,9,1,5,6,0,0,3,3,4,25,17
0,30,8,14,3,8,5,6,4,6,1,0,1,3,2,0,2,2,25,19.6
1,32,8,14,6,11,2,3,7,7,0,2,2,3,1,5,3,3,25,21.4
1,35,10,17,8,13,2,4,3,4,2,3,5,4,1,1,1,2,25,21.7
1,43,8,19,4,10,4,9,5,5,0,7,7,4,1,0,1,1,25,19.4
1,31,9,14,4,5,5,9,2,2,0,1,1,1,0,0,1,3,25,17.6
1,40,10,14,8,11,2,3,3,6,1,7,8,14,0,0,6,3,25,23.4
1,28,11,18,8,11,3,7,0,0,0,3,3,1,2,1,1,0,25,20.1
1,33,9,21,7,16,2,5,5,6,1,6,7,2,0,0,3,3,25,13.2
1,39,6,14,1,6,5,8,8,8,0,2,2,1,3,0,1,1,25,20.5
1,36,8,15,5,12,3,3,6,7,2,2,4,7,0,2,3,1,25,22.2
1,27,11,14,9,11,2,3,1,1,1,2,3,6,1,0,5,1,25,20.7
1,36,8,12,6,9,2,3,7,8,1,9,10,3,0,1,3,2,25,21.8
1,38,8,14,3,7,5,7,4,6,1,1,2,11,1,0,2,1,25,24.9
1,44,5,13,3,10,2,3,13,15,2,11,13,2,2,3,2,6,25,22.9
1,38,11,23,8,14,3,9,0,0,2,4,6,5,2,0,0,0,25,21.4
1,37,10,20,10,17,0,3,5,7,1,1,2,2,2,1,4,3,25,14.1
1,34,10,16,8,8,2,8,3,3,0,2,2,4,0,0,0,1,25,20.8
1,35,7,23,5,13,2,10,9,9,0,4,4,8,1,0,1,3,25,17.3
1,27,7,14,1,2,6,12,5,8,3,8,11,3,1,0,1,3,25,22.2
1,45,8,11,3,4,5,7,4,5,0,6,6,2,2,1,2,3,25,22.8
1,29,9,15,6,9,3,6,4,4,0,5,5,0,1,0,2,2,25,17.8
1,37,10,16,9,12,1,4,4,4,0,8,8,3,2,3,1,5,25,23.4
1,36,7,14,4,8,3,6,8,9,2,8,10,13,2,0,3,1,25,29.1
1,30,8,18,4,9,4,9,5,5,0,3,3,4,3,0,0,0,25,22.3
1,40,10,18,5,10,5,8,0,0,1,2,3,7,0,1,6,4,25,15.7
1,36,8,16,7,13,1,3,8,8,0,14,14,3,1,2,4,1,25,21.3
1,38,7,19,6,17,1,2,10,14,1,11,12,10,1,3,9,3,25,16.8
1,30,8,20,7,17,1,3,8,11,5,3,8,3,1,2,3,3,25,17.7
0,25,8,12,6,9,2,3,7,7,1,2,3,1,3,0,4,3,25,19.6
1,39,9,14,4,5,5,9,2,2,2,9,11,3,4,0,2,3,25,25.8
0,37,9,17,5,9,4,8,3,3,2,5,7,4,0,1,1,1,25,21.7
1,31,10,12,10,12,0,0,5,6,2,4,6,3,2,1,0,3,25,26.4
1,36,11,18,8,12,3,6,0,0,2,9,11,6,3,0,7,3,25,19.9
1,30,10,15,7,9,3,6,2,3,1,6,7,0,1,2,2,4,25,19.4
1,33,9,17,6,13,3,4,4,4,2,8,10,5,1,4,2,4,25,24.2
1,31,10,15,7,10,3,5,2,2,0,6,6,9,1,0,3,0,25,24.6
1,38,9,12,2,2,7,10,0,1,0,4,4,2,1,0,1,2,25,21.6
1,32,10,14,5,7,5,7,0,0,0,4,4,0,2,0,0,1,25,22
1,33,12,16,12,15,0,1,1,1,7,5,12,2,0,0,2,2,25,23.6
1,27,10,21,7,16,3,5,2,2,4,6,10,4,0,0,0,3,25,20.5
1,35,7,14,7,13,0,1,11,13,2,5,7,6,0,1,3,2,25,21.2
1,31,9,12,8,11,1,1,6,8,6,6,12,3,1,0,2,2,25,25.7
1,34,9,13,9,13,0,0,7,11,3,9,12,2,0,1,2,4,25,21.2
0,26,10,17,8,12,2,5,3,3,1,1,2,2,2,0,2,2,25,18.7
1,26,9,18,7,11,2,7,5,6,1,2,3,1,0,0,2,0,25,15.6
1,37,10,20,5,8,5,12,0,0,0,5,5,1,2,2,2,3,25,17.4
1,36,9,21,4,9,5,12,2,3,1,5,6,10,1,1,5,1,25,19
1,44,10,17,6,10,4,7,1,1,0,4,4,2,1,1,6,4,25,13.8
1,26,10,18,6,8,4,10,1,2,0,1,1,0,2,0,2,3,25,15.1
1,37,9,18,9,16,0,2,7,10,1,13,14,8,1,0,2,1,25,23.6
1,34,9,22,7,17,2,5,5,6,0,3,3,4,2,0,2,1,25,16.1
1,41,7,18,6,15,1,3,10,11,0,5,5,1,0,0,2,3,25,13.8
1,34,8,13,3,5,5,8,4,4,0,4,4,3,0,0,1,2,25,20.6
1,35,8,19,5,10,3,9,6,7,0,3,3,2,1,0,1,3,25,15.6
0,29,10,11,10,11,0,0,5,10,5,2,7,2,0,3,2,4,25,23.3
1,29,8,17,7,13,1,4,8,9,4,4,8,1,2,2,8,5,25,14
1,35,8,16,6,14,2,2,7,7,1,1,2,3,1,0,3,3,25,16.9
0,32,8,12,0,2,8,10,1,1,0,5,5,3,1,0,1,4,25,21.8
1,38,10,17,8,15,2,2,3,6,2,4,6,5,2,0,1,0,25,23
1,34,10,17,8,12,2,5,3,4,2,1,3,3,5,0,3,1,25,22.1
1,39,8,17,6,11,2,6,7,8,2,7,9,2,4,1,3,5,25,20.5
1,38,10,18,6,12,4,6,1,4,1,3,4,5,0,0,2,3,25,17.1
1,33,9,19,5,11,4,8,3,4,1,6,7,2,0,0,1,3,25,16.6
1,37,11,20,9,14,2,6,1,2,1,8,9,6,2,2,6,2,25,18.9
1,38,9,16,8,14,1,2,6,8,1,5,6,9,1,1,4,2,25,22
1,26,10,18,10,14,0,4,5,6,3,2,5,1,1,0,5,1,25,15
1,33,8,13,4,7,4,6,5,7,1,5,6,3,0,0,1,2,25,20.8
1,37,9,22,7,12,2,10,5,6,2,3,5,0,0,0,0,3,25,13.9
1,34,12,16,12,15,0,1,1,2,0,3,3,2,0,1,2,1,25,18.8
1,29,11,15,8,11,3,4,0,0,0,2,2,11,1,0,0,1,25,27.8
1,27,9,15,5,9,4,6,3,3,0,2,2,1,1,0,0,1,25,20
1,36,9,22,7,16,2,6,5,5,3,4,7,4,0,1,1,4,25,17.4
1,36,10,15,7,10,3,5,2,2,1,5,6,5,1,0,1,1,25,23.8
1,43,11,19,11,17,0,2,3,3,4,10,14,4,1,2,1,1,25,25.7
1,41,8,14,6,11,2,3,7,10,0,5,5,2,0,0,4,2,25,15.3
1,39,8,17,5,11,3,6,6,6,2,6,8,2,3,0,1,0,25,22.9
1,39,11,17,11,17,0,0,3,4,2,8,10,2,1,2,1,1,25,23.3
1,32,8,11,3,3,5,8,4,4,0,1,1,1,0,1,0,4,25,20.6
1,28,6,13,2,5,4,8,9,9,3,8,11,1,0,0,1,0,25,22.5
1,36,8,13,5,8,3,5,6,7,2,4,6,1,2,2,3,4,25,20.8
1,36,5,13,2,6,3,7,12,12,1,6,7,6,0,0,3,3,25,20.4
1,40,8,17,5,10,3,7,6,6,1,1,2,4,0,1,2,3,25,17.6
1,38,12,18,11,16,1,2,0,0,3,7,10,0,0,2,1,2,25,21
1,36,7,16,3,7,4,9,7,7,0,3,3,1,2,1,2,1,25,18.5
1,38,9,21,7,16,2,5,5,6,2,3,5,2,2,6,5,4,25,16.8
1,30,7,16,3,9,4,7,7,7,0,5,5,3,0,2,0,2,25,20.8
1,30,8,14,4,7,4,7,5,6,0,6,6,7,4,0,4,0,25,24.7
1,37,9,19,5,12,4,7,3,3,0,5,5,1,0,1,0,1,25,17.8
1,41,9,18,5,6,4,12,3,4,1,0,1,2,2,1,1,3,25,18.2
1,38,11,21,11,21,0,0,3,4,1,2,3,6,1,0,2,1,25,18.4
1,26,10,18,7,12,3,6,2,3,0,4,4,2,1,0,4,2,25,14.8
1,35,10,15,7,8,3,7,2,6,0,3,3,4,2,0,5,2,25,16.8
1,36,10,17,7,14,3,3,2,4,2,5,7,2,0,0,0,2,25,19.8
1,32,11,16,10,13,1,3,2,2,5,3,8,1,1,1,1,3,25,22.8
1,34,9,17,6,10,3,7,4,6,0,3,3,5,1,0,2,3,25,18.1
1,34,7,20,3,10,4,10,7,7,0,0,0,3,3,0,3,3,25,14.7
0,26,8,12,3,6,5,6,4,4,0,3,3,0,0,1,0,2,25,20.6
0,31,12,15,12,15,0,0,1,1,2,11,13,2,3,0,1,1,25,27
0,35,9,12,6,9,3,3,4,4,1,0,1,9,3,3,2,4,25,28.7
1,32,11,16,11,16,0,0,3,4,0,2,2,4,1,0,2,1,25,19.8
0,30,11,16,8,10,3,6,0,0,0,3,3,9,1,1,0,2,25,26.3
1,41,8,14,3,6,5,8,4,7,1,6,7,8,2,2,3,2,25,24.9
1,35,7,16,5,9,2,7,9,12,1,6,7,1,0,1,1,0,25,18.3
1,35,7,16,2,6,5,10,6,6,0,3,3,8,2,0,5,1,25,19.7
1,24,11,27,11,24,0,3,3,5,2,4,6,0,1,0,1,2,25,11.5
1,36,10,19,9,15,1,4,4,6,3,2,5,1,0,0,2,5,25,14.3
0,36,9,17,6,12,3,5,4,6,4,6,10,3,0,0,0,2,25,21.8
1,32,7,10,6,8,1,2,10,14,2,4,6,7,1,2,4,2,25,24.3
1,36,8,18,7,12,1,6,8,8,1,9,10,0,1,0,1,6,25,16.6
1,43,9,16,5,9,4,7,3,3,1,8,9,1,1,0,3,2,25,18.4
1,32,10,17,9,15,1,2,4,4,1,5,6,2,2,0,2,0,25,20.7
1,29,8,17,2,8,6,9,3,4,2,4,6,2,1,1,4,1,25,17.2
1,34,11,22,11,19,0,3,3,3,3,3,6,1,0,0,2,3,25,14.5
1,41,9,25,6,10,3,15,4,4,1,3,4,3,2,0,1,6,25,13.4
1,38,6,17,2,6,4,11,9,11,0,3,3,3,2,0,3,2,25,15.9
1,36,10,19,9,15,1,4,4,6,3,2,5,1,0,0,2,5,25,14.3
1,33,10,13,10,13,0,0,5,6,1,8,9,4,3,0,5,4,25,21.8
1,38,7,22,7,21,0,1,11,13,1,15,16,0,4,2,7,2,25,14.4
1,37,7,18,6,13,1,5,10,10,1,1,2,13,2,1,4,2,25,23.2
1,29,7,11,4,8,3,3,8,8,1,1,2,5,3,0,1,2,25,25.8
1,37,10,13,10,13,0,0,5,10,3,14,17,2,0,2,2,4,25,23.4
1,35,9,15,3,5,6,10,1,1,1,7,8,2,0,1,0,1,25,22.6
1,28,8,12,3,5,5,7,4,5,1,3,4,2,2,3,0,2,25,25.7
1,37,10,20,8,16,2,4,3,3,0,4,4,9,2,0,4,1,25,20.1
1,46,10,18,10,11,0,7,5,7,0,6,6,9,1,0,5,4,25,18.1
1,34,10,14,10,12,0,2,5,7,5,1,6,2,0,0,2,3,25,20.4
1,43,7,14,3,9,4,5,7,8,0,8,8,6,0,0,2,2,25,21.4
1,36,12,19,12,19,0,0,1,6,6,12,18,0,2,2,3,4,25,21.1
0,21,10,17,6,11,4,6,1,3,0,5,5,0,2,0,0,0,25,19.8
1,35,10,20,9,16,1,4,4,5,1,8,9,4,0,0,1,1,25,19.1
1,45,10,16,5,7,5,9,0,0,0,6,6,6,1,0,2,1,25,22.4
1,36,10,20,10,19,0,1,5,7,2,4,6,3,2,0,3,1,25,17.5
1,36,11,21,11,20,0,1,3,4,1,3,4,7,1,0,1,3,25,19.6
1,33,7,14,5,7,2,7,9,9,0,6,6,8,2,0,3,3,25,23.2
1,38,10,19,10,19,0,0,5,6,3,2,5,3,0,0,3,3,25,15.9
1,38,7,17,4,11,3,6,8,9,6,5,11,3,1,0,1,3,25,22.1
1,34,9,20,7,11,2,9,5,6,4,3,7,4,2,0,5,3,25,16.5
1,34,7,13,6,11,1,2,10,12,0,5,5,8,0,1,2,2,25,22.9
1,41,11,25,10,21,1,4,2,2,0,4,4,12,2,0,2,0,25,21.5
1,35,9,20,6,12,3,8,4,6,1,2,3,2,3,0,0,2,25,18.7
0,34,12,16,12,16,0,0,1,2,2,6,8,3,2,0,3,4,25,20.9
1,39,8,17,7,15,1,2,8,9,6,9,15,1,1,2,2,3,25,22.7
1,24,9,13,6,9,3,4,4,4,0,11,11,1,0,1,2,2,25,21.4
1,30,12,15,12,15,0,0,1,4,4,7,11,1,0,1,1,1,25,23
1,26,6,18,5,15,1,3,12,14,3,4,7,2,0,2,5,3,25,13.9
1,29,7,11,4,8,3,3,8,8,1,1,2,5,3,0,1,2,25,25.8
1,32,11,17,11,17,0,0,3,5,4,12,16,1,1,4,1,3,25,25.4
1,33,8,20,7,18,1,2,8,10,1,8,9,2,0,1,3,4,25,14
1,38,8,15,8,14,0,1,9,12,1,7,8,3,1,2,0,2,25,23
1,36,7,17,5,10,2,7,9,10,1,7,8,6,2,0,7,5,25,15.5
1,34,7,14,6,13,1,1,10,14,4,3,7,0,0,1,2,1,25,18.4
1,33,9,21,6,12,3,9,4,5,1,2,3,2,2,0,2,3,25,15
1,35,10,15,7,9,3,6,2,2,0,2,2,7,1,0,2,4,25,21.4
1,42,8,19,3,10,5,9,4,4,0,3,3,4,0,0,1,5,25,15.6
1,35,8,12,4,4,4,8,5,6,2,4,6,1,0,2,0,3,25,22.9
1,38,8,17,8,14,0,3,9,11,0,6,6,3,2,0,4,5,25,15.4
1,39,7,18,5,9,2,9,9,11,5,6,11,13,0,0,7,1,25,21.4
1,34,10,21,9,15,1,6,4,4,3,4,7,2,0,1,1,2,25,17.9
1,38,11,23,8,14,3,9,0,0,2,4,6,5,2,0,0,0,25,21.4
1,40,9,21,6,16,3,5,4,6,1,6,7,2,0,0,4,2,25,12.2
1,38,9,19,6,15,3,4,4,4,0,4,4,4,2,0,3,1,25,17.9
1,37,10,25,8,16,2,9,3,3,1,6,7,5,1,0,1,1,25,17.1
1,35,9,15,5,9,4,6,3,3,1,5,6,4,0,0,3,2,25,19.3
1,30,9,17,6,13,3,4,4,5,2,5,7,7,2,0,3,1,25,22.7
1,30,11,21,11,14,0,7,3,3,0,6,6,6,3,1,2,2,25,21.6
1,35,8,19,7,16,1,3,8,9,1,5,6,4,4,2,1,1,25,23.5
1,44,11,27,9,22,2,5,1,1,3,3,6,10,7,0,2,0,25,25.5
1,39,9,15,8,12,1,3,6,8,7,11,18,2,0,0,1,3,25,24.7
1,36,11,20,9,16,2,4,1,4,1,4,5,1,2,0,0,0,25,18.8
1,33,9,17,7,13,2,4,5,5,0,5,5,3,0,0,4,6,25,13.9
0,31,9,13,2,4,7,9,0,0,0,3,3,5,1,1,1,2,25,23.8
1,34,8,20,7,17,1,3,8,8,2,6,8,1,0,0,0,1,25,17.7
1,34,8,15,4,9,4,6,5,6,1,14,15,7,1,1,1,3,25,26.6
1,34,11,23,9,15,2,8,1,2,1,5,6,1,1,2,2,2,25,15.4
1,36,8,17,5,7,3,10,6,6,5,5,10,1,0,1,1,1,25,21.3
1,34,10,18,8,13,2,5,3,4,0,1,1,4,2,0,1,2,25,19.3
1,36,9,19,6,11,3,8,4,6,2,9,11,7,3,2,4,3,25,22.7
1,32,10,17,6,7,4,10,1,1,2,3,5,4,1,0,2,2,25,20.4
1,32,11,14,11,14,0,0,3,4,2,4,6,5,1,1,3,3,25,22.8
0,32,9,20,2,3,7,17,0,0,1,3,4,0,0,0,1,2,25,14.4
1,33,8,13,5,8,3,5,6,7,0,1,1,6,1,0,3,2,25,20.4
1,35,6,18,4,11,2,7,11,13,1,11,12,19,2,1,5,3,25,27.8
1,39,5,17,4,8,1,9,14,17,1,6,7,12,2,0,2,2,25,24
1,39,7,21,4,10,3,11,8,9,0,4,4,6,2,0,0,2,25,19.3
1,46,10,22,9,17,1,5,4,4,0,0,0,1,0,0,3,3,25,10.1
1,34,10,13,7,8,3,5,2,2,1,1,2,2,1,0,0,2,25,22.5
1,38,11,21,11,21,0,0,3,3,1,3,4,7,2,0,3,2,25,19.4
1,32,9,15,7,13,2,2,5,5,3,12,15,0,1,5,0,1,25,27.9
1,34,9,17,5,8,4,9,3,4,0,2,2,3,0,0,2,2,25,16.2
1,34,7,14,6,13,1,1,10,14,4,3,7,0,0,1,2,1,25,18.4
1,34,9,12,3,4,6,8,1,1,2,5,7,0,1,0,0,2,25,23.3
1,35,7,19,6,13,1,6,10,11,0,1,1,13,2,0,3,3,25,21.3
1,38,8,18,7,13,1,5,8,10,2,11,13,1,3,0,3,3,25,19
1,37,9,20,9,17,0,3,7,12,1,3,4,14,3,2,3,1,25,25
1,43,10,17,8,15,2,2,3,4,1,4,5,1,0,1,0,3,25,18.8
1,38,10,14,9,12,1,2,4,4,2,4,6,12,5,0,9,3,25,25
1,38,7,13,5,7,2,6,9,11,2,4,6,3,2,0,2,2,25,21.8
1,27,10,16,8,11,2,5,3,3,1,3,4,5,1,1,3,1,25,21.2
1,45,7,20,4,13,3,7,8,10,0,9,9,9,2,0,4,2,25,19.2
1,22,9,13,9,13,0,0,7,9,2,5,7,4,0,0,2,5,25,20.4
1,38,8,18,4,11,4,7,5,6,1,3,4,6,0,0,6,2,25,14.2
1,37,7,16,5,11,2,5,9,11,0,6,6,0,0,2,0,4,25,17.4
1,37,10,27,8,17,2,10,3,3,0,1,1,7,1,1,0,4,25,15.4
1,36,9,23,8,18,1,5,6,7,1,7,8,14,2,1,5,1,25,22
1,35,10,16,7,10,3,6,2,2,1,9,10,6,3,0,3,2,25,24.6
1,36,6,21,3,11,3,10,10,14,1,5,6,13,3,0,4,1,25,21
1,39,8,23,5,15,3,8,6,7,2,8,10,3,1,2,5,5,25,13
1,33,9,20,9,17,0,3,7,9,0,8,8,2,1,5,2,4,25,18.5
1,33,9,21,5,11,4,10,3,3,0,0,0,5,1,1,2,4,25,15.5
1,34,9,17,5,10,4,7,3,3,2,7,9,6,1,0,4,2,25,20.6
1,28,8,12,3,5,5,7,4,5,1,3,4,2,2,3,0,2,25,25.7
1,36,10,19,9,14,1,5,4,4,0,1,1,13,3,0,4,0,25,24.1
0,31,9,11,6,6,3,5,3,4,0,4,4,1,1,0,0,1,24,22
1,30,10,12,10,12,0,0,4,10,5,10,15,0,3,1,2,3,24,24.2
1,40,8,16,8,15,0,1,8,8,1,9,10,2,0,4,3,4,24,19
0,24,9,19,4,9,5,10,1,1,0,1,1,3,0,0,3,1,24,13.3
1,37,10,15,6,8,4,7,0,0,0,5,5,2,2,0,3,4,24,17.8
1,28,6,12,6,7,0,5,12,14,0,8,8,1,2,3,5,5,24,17.4
0,28,8,12,6,9,2,3,6,8,0,2,2,4,2,0,2,1,24,21
1,36,8,15,4,8,4,7,4,4,1,11,12,3,0,1,1,1,24,22.1
1,39,8,19,7,17,1,2,7,8,4,15,19,2,1,0,0,2,24,22.4
1,33,9,17,7,13,2,4,4,4,1,0,1,8,0,0,1,5,24,19
1,39,9,17,3,8,6,9,0,0,0,2,2,4,0,0,2,3,24,15.9
1,35,8,18,5,12,3,6,5,5,2,2,4,3,0,0,1,1,24,17.3
1,35,6,16,4,9,2,7,10,11,0,4,4,1,2,0,1,2,24,16.9
1,34,7,11,4,6,3,5,7,7,0,2,2,2,1,0,1,3,24,19.9
1,38,10,18,10,17,0,1,4,5,1,14,15,3,1,3,4,3,24,19.9
1,45,8,15,8,12,0,3,8,11,4,9,13,11,2,1,5,3,24,25.2
1,37,8,15,6,8,2,7,6,6,0,5,5,2,2,0,2,2,24,18.8
0,32,10,18,8,14,2,4,2,4,0,8,8,2,0,2,2,2,24,17
1,41,9,22,6,14,3,8,3,3,1,5,6,5,1,0,5,3,24,12.7
1,38,8,19,6,14,2,5,6,8,4,6,10,3,2,0,2,2,24,19
1,41,9,21,5,8,4,13,2,3,0,6,6,8,0,0,3,2,24,16.1
1,30,9,17,8,12,1,5,5,7,3,5,8,0,0,1,4,4,24,13.6
1,31,8,18,6,13,2,5,6,6,0,4,4,4,0,1,1,1,24,17.9
1,38,11,19,11,17,0,2,2,3,2,4,6,1,1,1,3,1,24,16.3
1,35,8,16,4,9,4,7,4,5,2,2,4,1,0,0,0,2,24,17.5
0,30,8,13,4,8,4,5,4,5,0,7,7,8,1,1,1,1,24,25.7
1,27,9,18,4,8,5,10,1,1,0,2,2,0,0,0,1,0,24,14.6
1,38,10,17,9,15,1,2,3,9,2,10,12,1,1,0,2,2,24,17
1,33,8,17,4,9,4,8,4,4,1,9,10,4,2,0,3,0,24,20.5
1,29,9,14,4,8,5,6,1,2,2,4,6,2,2,1,5,4,24,17.5
0,31,8,17,6,11,2,6,6,6,1,3,4,7,0,1,0,0,24,22.5
0,29,8,16,3,4,5,12,3,3,3,8,11,0,0,0,1,3,24,18.3
1,31,7,18,5,13,2,5,8,9,0,1,1,4,2,0,0,1,24,18.5
1,25,8,10,3,5,5,5,3,4,0,6,6,8,2,1,0,1,24,29.5
1,36,9,21,6,12,3,9,3,4,0,1,1,8,0,0,2,2,24,15.6
1,33,10,16,8,14,2,2,2,3,2,11,13,7,0,3,2,3,24,24.9
1,38,8,14,6,9,2,5,6,10,0,12,12,12,0,1,4,3,24,23.3
1,30,9,14,8,10,1,4,5,6,0,3,3,0,1,0,2,4,24,15.7
1,35,8,18,4,9,4,9,4,5,3,4,7,5,2,0,2,4,24,19.4
1,39,8,18,5,12,3,6,5,5,0,4,4,4,0,1,2,4,24,15.7
1,41,9,19,8,14,1,5,5,7,2,10,12,15,1,0,8,1,24,21
1,32,11,16,9,13,2,3,0,1,2,8,10,4,3,0,2,4,24,22.8
1,46,9,16,9,14,0,2,6,8,6,8,14,1,1,1,2,4,24,21
1,35,8,17,6,11,2,6,6,7,0,2,2,1,4,0,2,2,24,17.4
1,30,8,14,4,9,4,5,4,7,4,9,13,6,1,1,3,4,24,23
1,33,8,18,5,12,3,6,5,6,2,6,8,3,0,2,3,3,24,16.7
1,24,9,15,6,11,3,4,3,3,0,5,5,3,0,1,0,3,24,20.2
1,37,7,12,5,7,2,5,8,11,1,1,2,11,0,3,4,2,24,23.2
1,41,9,16,4,5,5,11,1,2,0,2,2,1,1,1,2,1,24,16.6
